NAME,DESCRIPTION,CTRL,CIP,FDR,AveExpr,P value,CTRL1,CTRL2,CTRL3,CIP1,CIP2,CIP3,CTRL1 CPM,CTRL2 CPM,CTRL3 CPM,CIP1 CPM,CIP2 CPM,CIP3 CPM
gidA,tRNA uridine 5-carboxymethylaminomethyl modification protein GidA,0,-0.557020470027984,0.0315762351083459,8.77008958519949,0.0146537929826917,16538,8386,6810,4862,4252,7261,429.584,498.595,545.161,359.069,351.630,469.440
cdsA,phosphatidate cytidylyltransferase,0,-0.521320654664357,0.0316672007078223,6.19832702317006,0.0147016257321928,3070,1834,785,918,780,1012,79.745,109.042,62.842,67.796,64.504,65.428
cysC,adenylyl-sulfate kinase,0,-1.23542751217532,0.0316838116363316,-0.687058053097949,0.0147149581096179,23,13,19,4,6,6,0.597,0.773,1.521,0.295,0.496,0.388
gshA,glutamate--cysteine ligase,0,-0.443535682079796,0.0316873922359953,7.35798663594374,0.0147222423746801,5729,3257,2398,1969,1731,2615,148.814,193.647,191.967,145.415,143.149,169.065
nirL,heme d1 biosynthesis protein NirL,0,-0.716705350090908,0.031689136239056,2.65918022413591,0.0147286742853161,319,159,63,81,64,76,8.286,9.453,5.043,5.982,5.293,4.914
fis,Fis family transcriptional regulator,0,-0.7131027851167,0.0316950020207468,5.33736493519253,0.0147370232918889,1720,904,576,372,329,812,44.678,53.748,46.111,27.473,27.207,52.498
opdK,vanillate porin OpdK,0,0.53061077200206,0.0317333695885247,2.58298348054392,0.0147604922939705,171,73,63,96,95,128,4.442,4.340,5.043,7.090,7.856,8.275
,tRNA (cmo5U34)-methyltransferase,0,-0.575962190789097,0.0317440604142313,4.80436750980748,0.0147710964105959,1093,654,358,283,259,516,28.391,38.884,28.659,20.900,21.419,33.361
ccoP1,cytochrome C oxidase cbb3-type subunit CcoP,0,-0.748497401188739,0.0317880863894872,8.10670483500238,0.0147972216934565,13384,6930.71,3244.65,2618.61,2259.77,5041.86,347.657,412.070,259.744,193.390,186.877,325.967
,hypothetical protein,0,0.599378287975509,0.0318417775611267,3.17666173819719,0.0148278634198967,282,144,59,161,147,193,7.325,8.562,4.723,11.890,12.157,12.478
,cytochrome C,0,-0.741651262032176,0.0320406782244767,6.80767990695095,0.0149261701290537,6266,3011,1076,1301,1187,1289,162.763,179.021,86.137,96.082,98.162,83.337
opdH,cis-aconitate porin OpdH,0,-0.711881718857387,0.0321965623168323,4.94116154331268,0.0150102121285498,1097,604,592,317,247,557,28.495,35.911,47.391,23.411,20.426,36.011
,transcriptional regulator,0,0.604412983925168,0.0321965623168323,2.22328319537854,0.0150047274596801,139,59,40,97,79,81,3.611,3.508,3.202,7.164,6.533,5.237
pchP,phosphorylcholine phosphatase,0,0.422766846401851,0.0322071873743616,5.28952250676983,0.015020879121376,960,585,442,679,575,753,24.937,34.782,35.383,50.146,47.551,48.683
,hypothetical protein,0,-0.456857541235056,0.0322599323936009,3.97587972770052,0.015051201382858,514,322,245,202,163,230,13.351,19.145,19.613,14.918,13.480,14.870
,hypothetical protein,0,0.479791003801734,0.0323333219883585,7.50229254667776,0.0150969138679013,5601,2508,1683,3485,2733,3228,145.489,149.115,134.729,257.375,226.012,208.697
,oxidoreductase,0,-0.504779832007873,0.0323333219883585,4.41724868349659,0.0150928726857292,922,500,229,263,231,301,23.949,29.728,18.332,19.423,19.103,19.460
,hypothetical protein,0,0.541918354447295,0.0323611093976896,4.54866457177843,0.0151156290658359,528,337,265,386,461,398,13.715,20.037,21.214,28.507,38.124,25.732
,short-chain dehydrogenase,0,0.606785314522709,0.0324164360584697,3.03857992037125,0.01515031449468,240,125,60,184,129,144,6.234,7.432,4.803,13.589,10.668,9.310
,transcriptional regulator,0,0.529167344742209,0.0324164360584697,7.45238804624962,0.0151529730377981,4825,2897,1447,3347,3073,2839,125.332,172.243,115.837,247.183,254.129,183.548
omlA,outer membrane lipoprotein OmlA,0,-0.833398347717132,0.0324404908628443,8.43565939954016,0.01516997231053,12520,6266,7751,3040,3169,6022,325.214,372.549,620.491,224.511,262.068,389.335
,iron-containing alcohol dehydrogenase,0,0.489246978498691,0.032512572516285,3.86182017823979,0.0152094471749944,340,235,149,253,262,242,8.832,13.972,11.928,18.685,21.667,15.646
,hypothetical protein,0,0.683222636114079,0.0325648400966006,1.56146938477082,0.0152396750354501,77,41,24,67,52,48,2.000,2.438,1.921,4.948,4.300,3.103
,hypothetical protein,0,-0.391300073212706,0.0325650717979473,5.11227253607541,0.0152455604886967,1213,725,455,396,417,528,31.508,43.105,36.424,29.245,34.485,34.136
,hypothetical protein,0,0.487552406520612,0.0325711993389002,2.5762287427563,0.0152542072475956,150,94,58,113,84,115,3.896,5.589,4.643,8.345,6.947,7.435
,bacteriophage protein,0,0.888079344707425,0.0326388357104744,8.29198502417158,0.015297463889848,8721,4869,1895,4919,4387,11176,226.533,289.490,151.700,363.279,362.794,722.553
,hypothetical protein,0,0.726917738680712,0.0326388357104744,1.19611926020059,0.0152947483756259,55,41,15,38,37,57,1.429,2.438,1.201,2.806,3.060,3.685
speD,S-adenosylmethionine decarboxylase,0,-0.846679244503067,0.0328028861141553,6.57787353464489,0.0153801717224965,3629,2105,1753,823,709,1988,94.265,125.154,140.333,60.780,58.632,128.529
,hypothetical protein,0,-0.531852102526979,0.0329932266702043,5.49199208642429,0.0154811219696098,1851,1101,502,514,436,739,48.081,65.461,40.187,37.960,36.056,47.778
,phosphate transporter,0,-0.447460064907092,0.0329932266702043,6.44364152725346,0.0154789894469953,3381,1952,1031,1034,1117,1131,87.823,116.057,82.535,76.363,92.373,73.122
vreA,hypothetical protein,0,0.564593358112219,0.0330611798828479,2.30322049821851,0.015530602151815,137,62,50,85,68,116,3.559,3.686,4.003,6.277,5.623,7.500
,two-component response regulator,0,0.424113995987383,0.0330611798828479,4.31272889524697,0.0155245284969995,548,322,183,359,318,339,14.235,19.145,14.650,26.513,26.298,21.917
,hypothetical protein,0,-0.412549408711518,0.0330611798828479,7.67086252926008,0.0155275686340297,7243,4388,2639,2607,2423,2766,188.141,260.891,211.260,192.533,200.376,178.828
,hypothetical protein,0,1.35667452400031,0.0330922824438551,10.2161495085534,0.0155510832346589,21818,6636,17343,34132,25053,27020,566.735,394.548,1388.359,2520.722,2071.819,1746.902
,amidase,0,0.435819509124356,0.0331691989329219,5.61463430695097,0.0155931128565271,1414,783,435,740,862,919,36.729,46.554,34.823,54.651,71.285,59.415
,transcriptional regulator,0,0.597674756247669,0.033182341014545,4.77938234089831,0.0156051775819689,678,332,319,563,494,437,17.611,19.739,25.537,41.579,40.853,28.253
,hypothetical protein,0,0.48817548867882,0.0332649237982667,2.43821426472031,0.015649916252085,141,74,59,96,84,101,3.663,4.400,4.723,7.090,6.947,6.530
,thioredoxin,0,0.409314148818359,0.0332739104525069,6.83625128475918,0.0156600469097926,3191,1927,1025,1917,1758,2143,82.888,114.571,82.054,141.575,145.382,138.550
,dipeptide ABC transporter substrate-binding protein,0,-0.453654366791054,0.0333270530732026,6.31582178221503,0.0156909701714174,3254,1795,900,966,852,1207,84.524,106.723,72.048,71.341,70.458,78.035
clpP,ATP-dependent Clp protease proteolytic subunit,0,-0.518599888901409,0.0333278166860697,9.77890590603534,0.0156972420261691,31151,18746,12771,10808,10497,11127,809.165,1114.556,1022.357,798.194,868.075,719.385
,two-component response regulator,0,-0.573168660004802,0.0333925312149556,4.77794897538484,0.0157336460718329,911,544,488,289,268,463,23.664,32.344,39.066,21.343,22.163,29.934
parS,two-component sensor ParS,0,-0.49727830869237,0.0334275950494153,6.23647908290825,0.0157560972230435,2666,1379,1254,925,755,1166,69.251,81.989,100.386,68.313,62.437,75.384
rhlR,transcriptional regulator RhlR,0,0.693484646289035,0.0335121592407648,7.51468646395171,0.0158078466243026,4243,1861,2390,3256,3096,4023,110.214,110.647,191.327,240.463,256.031,260.096
,ABC transporter permease,0,-0.40642523358399,0.0335121592407648,5.76287710670064,0.0158072506409627,2145,1075,684,649,595,859,55.718,63.915,54.756,47.930,49.205,55.536
,hypothetical protein,0,-0.981352266132549,0.033520946564301,6.6866619594354,0.0158179382403833,3713,1780,2869,794,964,1683,96.447,105.831,229.672,58.639,79.720,108.810
glnE,bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase,0,-0.464269387816534,0.0335329133535849,8.44655021550433,0.0158295338715433,13375,7862,4271,4077,4281,4709,347.423,467.440,341.906,301.095,354.028,304.447
,hydroxylase molybdopterin-containing subunit,0,0.470184031012388,0.0335382458619351,4.84861651989036,0.0158380007955422,864,455,239,516,488,492,22.443,27.052,19.133,38.108,40.356,31.809
codB,cytosine permease,0,-0.627370993214314,0.0335905543495618,4.03495549944737,0.0158686617407988,742,387,189,151,164,292,19.274,23.009,15.130,11.152,13.562,18.878
,hypothetical protein,0,-0.470165431039896,0.033605652140212,5.16280905145166,0.0158817557746186,1195,738,547,368,427,568,31.041,43.878,43.789,27.178,35.312,36.722
,oxidoreductase,0,0.576037786659825,0.0336225573481866,7.22247660768039,0.0158957096563628,3899,2647,1154,2819,2775,2436,101.279,157.379,92.381,208.189,229.485,157.493
,transcriptional regulator,0,-0.396784444156506,0.0336327454176374,4.94110933134104,0.0159064926882067,1197,631,373,380,376,425,31.093,37.517,29.860,28.064,31.094,27.477
,hypothetical protein,0,-0.474277334368388,0.0337701229330731,7.57202586203032,0.0159774557144768,6807,3673,2879,2089,2072,3118,176.816,218.381,230.473,154.277,171.349,201.586
,two-component sensor,0,0.423956423746757,0.0338025624270964,5.26495528070977,0.0159988001695038,1055,623,358,637,671,655,27.404,37.041,28.659,47.044,55.490,42.347
,hypothetical protein,0,-0.586640696036403,0.0338692281867087,5.33757010803398,0.0160363615452059,1406,781,713,415,389,705,36.522,46.435,57.078,30.649,32.169,45.580
,cytochrome b561,0,0.461256153297318,0.0340359093838519,5.61687651317752,0.0161213195059224,1320,632,565,872,780,889,34.288,37.576,45.230,64.399,64.504,57.476
,acyl-CoA dehydrogenase,0,0.480258776383715,0.0340733668671595,3.71619511517826,0.0161451060674442,357,228,107,244,184,266,9.273,13.556,8.566,18.020,15.216,17.197
hisC1,histidinol-phosphate aminotransferase,0,-0.434381974596407,0.0341076684404552,6.5218571915607,0.0161674099827739,3303,1967,1208,1166,905,1486,85.797,116.949,96.704,86.112,74.841,96.073
popD,translocator outer membrane protein PopD,0,-0.969803621156404,0.0342031642644558,5.6669895399415,0.0162203409494154,2970,1632,483,554,655,413,77.147,97.032,38.666,40.914,54.167,26.701
,amino acid permease,0,0.718889308170249,0.0342031642644558,3.37667687033933,0.0162248112902527,222,141,110,209,234,150,5.767,8.383,8.806,15.435,19.351,9.698
,HIT family protein,0,0.653803266380113,0.0342982973004429,6.60220044706139,0.0162881926331889,2472,1022,1185,1942,1775,1666,64.212,60.764,94.863,143.421,146.788,107.711
,hypothetical protein,0,0.553020524505552,0.0342982973004429,3.95068268406611,0.0162879001662325,431,247,124,256,206,397,11.195,14.686,9.927,18.906,17.036,25.667
rpsI,30S ribosomal protein S9,0,-0.807382724377147,0.0342982973004429,9.2459508230804,0.0162786621398129,20813,15223,10197,5103,5204,11958,540.629,905.094,816.300,376.868,430.358,773.111
,hypothetical protein,0,-0.512519567169905,0.0343656982164362,4.1612716289216,0.0163262976447785,656,377,255,179,184,320,17.040,22.415,20.414,13.220,15.216,20.689
,hypothetical protein,0,0.44887893645335,0.0344485979331888,4.91381594708727,0.0163717924184873,883,491,254,507,519,527,22.936,29.193,20.333,37.443,42.920,34.072
,hypothetical protein,0,0.920412886483555,0.0346036747057947,6.50302908596019,0.0164571926444348,1908,727,1325,1945,1687,1887,49.561,43.224,106.070,143.642,139.511,121.999
,hypothetical protein,0,0.664059472592995,0.0346036747057947,3.326328299128,0.0164577704250906,248,159,82,164,129,299,6.442,9.453,6.564,12.112,10.668,19.331
,gamma-glutamyltranspeptidase,0,-0.409404666893848,0.0346337538855314,4.76958636619588,0.0164843643205394,899,559,398,313,324,413,23.352,33.236,31.861,23.116,26.794,26.701
,hypothetical protein,0,0.442772946357588,0.0346337538855314,5.75548757707314,0.0164825379619954,1581,861,471,985,731,1099,41.067,51.191,37.705,72.744,60.452,71.053
,hypothetical protein,0,0.551257187068839,0.0346838219570729,3.50371047631325,0.0165143477262345,251,150,145,191,168,245,6.520,8.918,11.608,14.106,13.893,15.840
,hypothetical protein,0,-2.22821008382157,0.0347832725709709,-2.87232263474413,0.0165678706498238,13,7,1,0,0,3,0.338,0.416,0.080,0.000,0.000,0.194
,hypothetical protein,0,-0.464281865055987,0.0348976273222368,4.77081148341484,0.0166285305991712,1085,653,299,337,297,397,28.183,38.825,23.936,24.888,24.561,25.667
,transcriptional regulator,0,0.471364268677848,0.0349305600613261,4.56299018286168,0.0166504195289663,560,329,284,420,376,429,14.546,19.561,22.735,31.018,31.094,27.736
,hypothetical protein,0,-0.763918886956537,0.0349700603990252,4.00963743686231,0.0166754518986304,637,324,293,138,131,323,16.546,19.264,23.456,10.192,10.833,20.883
xcpT,type II secretion system protein G,0,0.494571871730012,0.0350495005518776,5.562200793635,0.0167195506446689,1329,804,380,831,844,797,34.522,47.802,30.420,61.371,69.797,51.528
,hypothetical protein,0,0.585117941185158,0.0350999117867353,7.44049066041859,0.0167533368092516,4386,2227,1876,4055,2473,3059,113.929,132.408,150.179,299.470,204.511,197.771
,major facilitator superfamily transporter,0,0.816831024661945,0.0350999117867353,0.930415797428429,0.0167622782561454,52,29,11,28,42,45,1.351,1.724,0.881,2.068,3.473,2.909
lexA,LexA repressor,0,0.471279295238594,0.0350999117867353,8.01916605048784,0.0167584860134675,6460,3724,2825,4070,3845,5867,167.802,221.413,226.150,300.578,317.972,379.314
,hypothetical protein,0,0.652009022172033,0.0351209321618072,0.952193707799851,0.0167785471548247,53,29,14,33,31,44,1.377,1.724,1.121,2.437,2.564,2.845
,hypothetical protein,0,-0.452394378821563,0.0352774635729585,4.82197804133845,0.0168595861035214,1100,639,331,338,369,359,28.573,37.992,26.498,24.962,30.515,23.210
,hypothetical protein,0,-0.82035753930693,0.0352818073099412,5.9847359098152,0.0168679210041319,2197,1090,1584,598,593,979,57.068,64.807,126.804,44.164,49.040,63.294
,hypothetical protein,0,-0.473768203869141,0.0353141668214784,4.02763088899501,0.0168896565106805,573,297,270,188,183,241,14.884,17.658,21.614,13.884,15.134,15.581
migA,"alpha-1,6-rhamnosyltransferase MigA",0,-0.581298440886952,0.0353538609511379,6.09469860716929,0.0169149127169095,2461,1344,1133,656,686,1234,63.926,79.908,90.700,48.447,56.730,79.781
pirA,outer membrane receptor FepA,0,0.532247820756818,0.0354152655331802,5.26163288516529,0.0169505741366897,888,485,486,616,642,785,23.066,28.836,38.906,45.493,53.092,50.752
,sensor/response regulator hybrid protein,0,-0.494975168010754,0.0354772378484531,7.28502574604157,0.0169865291738469,5236,2878,2668,1895,1729,2235,136.008,171.113,213.581,139.950,142.984,144.498
,aconitate hydratase,0,0.777962991745591,0.0355271305980218,7.39401471474695,0.0170167203503032,5750,2671,919,3128,2855,3675,149.359,158.806,73.569,231.010,236.101,237.597
,hypothetical protein,0,-0.66861060595999,0.0358251900507587,1.21999447808432,0.0171658396890366,94,53,32,29,18,36,2.442,3.151,2.562,2.142,1.489,2.327
,major facilitator superfamily transporter,0,0.748795434594703,0.035849291607338,5.01018577269325,0.0171901073646682,752,311,425,521,697,632,19.534,18.491,34.023,38.477,57.640,40.860
,epoxide hydrolase,0,0.435321417570186,0.035849291607338,3.87021699064115,0.0171862765899346,382,250,133,270,203,284,9.923,14.864,10.647,19.940,16.788,18.361
gltA,citrate synthase,0,-0.698142750084424,0.0359254581776426,9.89386247587124,0.017233003177638,38044,21109,14140,8582,8768,17772,988.214,1255.050,1131.949,633.799,725.091,1148.999
,transcriptional regulator,0,0.435974798622793,0.0359577093546637,4.00910888385897,0.0172548525464547,474,216,166,290,252,284,12.312,12.842,13.289,21.417,20.840,18.361
,oxidoreductase,0,0.448110753080798,0.0359699458006003,5.74717341044726,0.017267105434881,1634,876,438,920,786,1081,42.444,52.083,35.063,67.944,65.000,69.889
lysP,lysine-specific permease,0,-0.402552112783024,0.0359742995143375,5.63199723755427,0.0172819590358038,1978,1015,596,617,538,764,51.380,60.347,47.712,45.567,44.491,49.394
rimI,peptide n-acetyltransferase RimI,0,-0.470814242641033,0.0359742995143375,4.62397453006457,0.0172800795516582,820,491,392,277,258,405,21.300,29.193,31.381,20.457,21.336,26.184
,hypothetical protein,0,0.43668936729528,0.0360679173511033,6.43351955844397,0.0173333312230156,2144,1340,916,1460,1165,1904,55.692,79.671,73.329,107.824,96.343,123.098
,hypothetical protein,0,0.443269744909146,0.0361983581186086,4.78686042589507,0.0174024393296841,744,454,252,500,469,451,19.326,26.993,20.173,36.926,38.785,29.158
,hypothetical protein,0,0.605873498744329,0.0362141262250619,6.93350005157952,0.0174164442427076,3487,2038,887,2049,1654,3193,90.577,121.171,71.007,151.323,136.782,206.434
,two-component sensor,0,0.547885479208372,0.0363138784976224,8.83918446703069,0.0174761146843227,11661,6467,4631,6443,9110,9219,302.901,384.500,370.725,475.829,753.374,596.029
,metalloprotease,0,0.574050848716848,0.0363138784976224,8.90388160290977,0.0174773021756341,12202,6790,4727,9682,8879,7346,316.954,403.704,378.410,715.037,734.271,474.935
,acyl-CoA thiolase,0,0.738470217618301,0.0363225407371115,8.2242825965534,0.0174879147703602,9994,4806,1747,5283,4996,6612,259.600,285.744,139.853,390.161,413.157,427.480
,hypothetical protein,0,-0.643040959380243,0.0363497221023379,4.35089786820773,0.0175138983909792,658,376,434,229,212,281,17.092,22.355,34.743,16.912,17.532,18.167
,hypothetical protein,0,0.40051371348347,0.0363497221023379,5.30167001811994,0.0175120521555644,985,637,415,687,548,783,25.586,37.873,33.222,50.736,45.318,50.623
,hypothetical protein,0,-0.606145743686731,0.0364896579494168,6.1840660658952,0.0175877950414343,3430,1779,771,882,638,1140,89.096,105.772,61.721,65.138,52.761,73.703
cysK,cysteine synthase A,0,-0.385796535935405,0.0365020959796204,7.24664956305459,0.0176002655441916,5760,3084,1910,1881,1794,2192,149.619,183.361,152.901,138.916,148.359,141.718
,ABC transporter permease,0,-0.456920617435554,0.0365040614363819,6.68742476216597,0.0176076890270574,3617,2165,1443,1089,1129,1764,93.954,128.722,115.516,80.425,93.365,114.046
,hypothetical protein,0,0.432551176050861,0.0365082778787676,6.24462898231923,0.0176161993667284,2268,1260,629,1251,1156,1494,58.913,74.914,50.353,92.389,95.598,96.590
pslF,biofilm formation protein PslF,0,-0.525150257471683,0.0365421334202886,6.64011273171402,0.017639018101225,4459,2333,1078,1290,1147,1213,115.825,138.710,86.297,95.269,94.854,78.423
