id	type	name	version	description
b3672	CDS	ivbL		ilvBN operon leader peptide
b4618	CDS	tisB		membrane-depolarizing toxin TisB
b4798	CDS	ysdE		protein YsdE
b3673	CDS	emrD		multidrug efflux pump EmrD
b3674	CDS	yidF		uncharacterized protein YidF
b3675	CDS	yidG		inner membrane protein YidG
b3676	CDS	yidH		DUF202 domain-containing inner membrane protein YidH
b3677	CDS	yidI		putative inner membrane protein YidI
b3678	CDS	yidJ		putative sulfatase/phosphatase YidJ
b3679	CDS	yidK		putative transporter YidK
b3680	CDS	yidL		putative DNA-binding transcriptional regulator YidL
b3681	CDS	glvG		putative inactive phospho-glucosidase
b3682	CDS	glvB		putative PTS enzyme II component GlvB
b3683	CDS	glvC		putative PTS enzyme II component GlvC
b3684	CDS	yidP		putative DNA-binding transcriptional regulator YidP
b3685	CDS	yidE		putative transport protein YidE
b3686	CDS	ibpB		small heat shock protein IbpB
b3687	CDS	ibpA		small heat shock protein IbpA
b3688	CDS	yidQ		DUF1375 domain-containing putative lipoprotein YidQ
b3689	CDS	yidR		DUF3748 domain-containing galacturonate catabolism protein YidR
b3690	CDS	cbrA		colicin M resistance protein
b3691	CDS	dgoT		D-galactonate:H(+) symporter
b4478	CDS	dgoD	4.2.1.6	D-galactonate dehydratase
b4477	CDS	dgoA	4.1.2.21	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
b3693	CDS	dgoK	2.7.1.58	2-dehydro-3-deoxygalactonokinase
b4479	CDS	dgoR		DNA-binding transcriptional regulator DgoR
b3696	CDS	yidX		putative lipoprotein YidX
b3697	CDS	yidA	3.1.3.23	sugar phosphatase YidA
b3698	CDS	yidB		DUF937 domain-containing protein YidB
b3699	CDS	gyrB	5.6.2.2	DNA gyrase subunit B
b3700	CDS	recF		DNA repair protein RecF
b3701	CDS	dnaN		beta sliding clamp
b3702	CDS	dnaA		chromosomal replication initiator protein DnaA
b4757	CDS	ysdD		protein YsdD
b3703	CDS	rpmH		50S ribosomal subunit protein L34
b3704	CDS	rnpA	3.1.26.5	RNase P protein component
b4557	CDS	yidD		membrane protein insertion efficiency factor
b3705	CDS	yidC		membrane protein insertase YidC
b3706	CDS	mnmE		5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit
b3707	CDS	tnaC		tnaAB operon leader peptide
b3708	CDS	tnaA	4.1.99.1	tryptophanase
b3709	CDS	tnaB		tryptophan:H(+) symporter TnaB
b3710	CDS	mdtL		efflux pump MdtL
b3711	CDS	yidZ		putative LysR-type transcriptional regulator YidZ
b3712	CDS	yieE		putative phosphopantetheinyl transferase
b3713	CDS	yieF	1.6.5.2	chromate reductase
b3714	CDS	adeP		adenine:H(+) symporter
b3715	CDS	yieH		6-phosphogluconate phosphatase
b3716	CDS	cbrB		putative inner membrane protein
b3717	CDS	cbrC		UPF0167 family colicin E2 tolerance protein CbrC
b3718	CDS	yieK		putative glucosamine-6-phosphate deaminase YieK
b3719	CDS	yieL		putative hydrolase YieL
b3720	CDS	bglH		carbohydrate-specific outer membrane porin, cryptic
b3721	CDS	bglB	3.2.1.86	6-phospho-beta-glucosidase B
b3722	CDS	bglF	2.7.1.199	beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase
b3723	CDS	bglG		transcriptional antiterminator BglG
b3724	CDS	phoU		negative regulator of the pho regulon
b3725	CDS	pstB	7.3.2.1	phosphate ABC transporter ATP binding subunit
b3726	CDS	pstA	7.3.2.1	phosphate ABC transporter membrane subunit PstA
b3727	CDS	pstC	7.3.2.1	phosphate ABC transporter membrane subunit PstC
b3728	CDS	pstS	7.3.2.1	phosphate ABC transporter periplasmic binding protein
b3729	CDS	glmS	2.6.1.16	L-glutamine--D-fructose-6-phosphate aminotransferase
b3730	CDS	glmU	2.3.1.157	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase
b3731	CDS	atpC	7.1.2.2	ATP synthase F1 complex subunit epsilon
b3732	CDS	atpD	7.1.2.2	ATP synthase F1 complex subunit beta
b3733	CDS	atpG	7.1.2.2	ATP synthase F1 complex subunit gamma
b3734	CDS	atpA	7.1.2.2	ATP synthase F1 complex subunit alpha
b3735	CDS	atpH	7.1.2.2	ATP synthase F1 complex subunit delta
b3736	CDS	atpF	7.1.2.2	ATP synthase Fo complex subunit b
b3737	CDS	atpE	7.1.2.2	ATP synthase Fo complex subunit c
b3738	CDS	atpB	7.1.2.2	ATP synthase Fo complex subunit a
b3739	CDS	atpI		ATP synthase accessory factor AtpI
b3740	CDS	rsmG	2.1.1.170	16S rRNA m(7)G527 methyltransferase
b3741	CDS	mnmG		5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG
b3742	CDS	mioC		flavoprotein MioC
b3743	CDS	asnC		DNA-binding transcriptional dual regulator AsnC
b3744	CDS	asnA	6.3.1.1	asparagine synthetase A
b3745	CDS	viaA		protein ViaA
b3746	CDS	ravA	3.6.4.10	regulatory ATPase RavA
b3747	CDS	kup		K(+):H(+) symporter Kup
b3748	CDS	rbsD	5.4.99.62	D-ribose pyranase
b3749	CDS	rbsA		ribose ABC transporter ATP binding subunit
b3750	CDS	rbsC		ribose ABC transporter membrane subunit
b3751	CDS	rbsB		ribose ABC transporter periplasmic binding protein
b3752	CDS	rbsK	2.7.1.15	ribokinase
b3753	CDS	rbsR		DNA-binding transcriptional dual regulator RbsR
b3754	CDS	hsrA		putative transporter HsrA
b3755	CDS	yieP		DNA-binding transcriptional regulator YieP
b3756	rRNA	rrsC		16S ribosomal RNA
b3757	tRNA	gltU		tRNA-Glu
b3758	rRNA	rrlC		23S ribosomal RNA
b3759	rRNA	rrfC		5S ribosomal RNA
b3760	tRNA	aspT		tRNA-Asp
b3761	tRNA	trpT		tRNA-Trp
b4480	CDS	hdfR		DNA-binding transcriptional dual regulator HdfR
b3764	CDS	maoP		macrodomain Ori protein
b3765	CDS	yifB		putative magnesium chelatase YifB
b3766	CDS	ilvL		ilvXGMEDA operon leader peptide
b4669	CDS	ilvX		uncharacterized protein IlvX
b3769	CDS	ilvM	2.2.1.6	acetolactate synthase II subunit IlvM
b3770	CDS	ilvE	2.6.1.27	branched-chain-amino-acid aminotransferase
b3771	CDS	ilvD	4.2.1.9	dihydroxy-acid dehydratase
b3772	CDS	ilvA	4.3.1.19	threonine deaminase
b3773	CDS	ilvY		DNA-binding transcriptional dual regulator IlvY
b3774	CDS	ilvC	1.1.1.169	ketol-acid reductoisomerase (NADP(+))
b3775	CDS	ppiC	5.2.1.8	peptidyl-prolyl cis-trans isomerase C
b3778	CDS	rep		ATP-dependent DNA helicase Rep
b3779	CDS	gpp	3.6.1.40	guanosine-5'-triphosphate,3'-diphosphate phosphatase
b3780	CDS	rhlB		ATP-dependent RNA helicase RhlB
b3781	CDS	trxA		thioredoxin 1
b3782	CDS	rhoL		rho operon leader peptide
b3783	CDS	rho		transcription termination factor Rho
b3784	CDS	rfe	2.7.8.33	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
b3785	CDS	wzzE		enterobacterial common antigen polysaccharide co-polymerase
b3786	CDS	wecB	5.1.3.14	UDP-N-acetylglucosamine 2-epimerase
b3787	CDS	wecC	1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase
b3788	CDS	rffG	4.2.1.46	dTDP-glucose 4,6-dehydratase 2
b3789	CDS	rffH	2.7.7.24	dTDP-glucose pyrophosphorylase 2
b3790	CDS	rffC	2.3.1.210	dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase
b3791	CDS	wecE	2.6.1.59	dTDP-4-dehydro-6-deoxy-D-glucose transaminase
b3792	CDS	wzxE		lipid III flippase
b4481	CDS	wecF	2.4.1.325	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
b3793	CDS	wzyE		putative enterobacterial common antigen polymerase
b3794	CDS	rffM	2.4.1.180	UDP-N-acetyl-D-mannosaminuronic acid transferase
b3795	CDS	yifK		putative transporter YifK
b3796	tRNA	argX		tRNA-Arg
b3797	tRNA	hisR		tRNA-His
b3798	tRNA	leuT		tRNA-Leu
b3799	tRNA	proM		tRNA-Pro
b3800	CDS	aslB		putative anaerobic sulfatase maturation enzyme AslB
b3801	CDS	aslA		putative sulfatase AslA
b3802	CDS	hemY		protein HemY
b3803	CDS	hemX		PF04375 family protein HemX
b3804	CDS	hemD	4.2.1.75	uroporphyrinogen-III synthase
b3805	CDS	hemC	2.5.1.61	hydroxymethylbilane synthase
b3806	CDS	cyaA	4.6.1.1	adenylate cyclase
b3807	CDS	cyaY		frataxin CyaY
b3808	CDS	yzcX		protein YzcX
b4558	CDS	yifL		putative lipoprotein YifL
b3809	CDS	dapF	5.1.1.7	diaminopimelate epimerase
b3810	CDS	yigA		DUF484 domain-containing protein YigA
b3811	CDS	xerC		site-specific tyrosine recombinase
b3812	CDS	yigB	3.1.3.102	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
b3813	CDS	uvrD		DNA helicase II
b4482	CDS	yigE		DUF2233 domain-containing protein YigE
b4799	CDS	ysgD		protein YsgD
b3816	CDS	corA		Ni(2(+))/Co(2(+))/Mg(2(+)) transporter
b3817	CDS	yigF		DUF2628 domain-containing protein YigF
b3818	CDS	yigG		inner membrane protein
b3819	CDS	rarD		putative transporter RarD
b3820	CDS	yigI		putative thioesterase YigI
b3821	CDS	pldA	3.1.1.32	outer membrane phospholipase A
b3822	CDS	recQ		ATP-dependent DNA helicase RecQ
b3823	CDS	rhtC		L-threonine exporter
b3824	CDS	rhtB		L-homoserine/L-homoserine lactone/L-threonine exporter
b3825	CDS	pldB		lysophospholipase L2
b3826	CDS	yigL	3.1.3.23	phosphosugar phosphatase YigL
b3827	CDS	bioP		biotin transporter
b3828	CDS	metR		DNA-binding transcriptional dual regulator MetR
b3829	CDS	metE	2.1.1.14	cobalamin-independent homocysteine transmethylase
b3830	CDS	ysgA		putative dienelactone hydrolase
b3831	CDS	udp	2.4.2.3	uridine phosphorylase
b3832	CDS	rmuC		putative recombination limiting protein RmuC
b3833	CDS	ubiE	2.1.1.163	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase
b3834	CDS	ubiJ		ubiquinone biosynthesis accessory factor UbiJ
b3835	CDS	ubiB		ubiquinone biosynthesis protein UbiB
b3836	CDS	tatA		twin arginine protein translocation system - TatA protein
b3838	CDS	tatB		twin arginine protein translocation system - TatB protein
b3839	CDS	tatC		twin arginine protein translocation system - TatC protein
b4483	CDS	tatD	3.1.11.1	3' -> 5' ssDNA/RNA exonuclease TatD
b3842	CDS	rfaH		transcription antiterminator RfaH
b3843	CDS	ubiD	4.1.1.98	3-octaprenyl-4-hydroxybenzoate decarboxylase
b3844	CDS	fre	1.5.1.30	NAD(P)H-flavin reductase
b3845	CDS	fadA	2.3.1.16	3-ketoacyl-CoA thiolase
b3846	CDS	fadB	1.1.1.35	multifunctional enoyl-CoA hydratase, 3-hydroxyacyl-CoA epimerase, Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase, L-3-hydroxyacyl-CoA dehydrogenase
b3847	CDS	pepQ	3.4.13.9	Xaa-Pro dipeptidase
b3848	CDS	yigZ		IMPACT family member YigZ
b3849	CDS	trkH		K(+) transporter TrkH
b3850	CDS	hemG	1.3.5.3	protoporphyrinogen oxidase
b3851	rRNA	rrsA		16S ribosomal RNA
b3852	tRNA	ileT		tRNA-Ile
b3853	tRNA	alaT		tRNA-Ala
b3854	rRNA	rrlA		23S ribosomal RNA
b3855	rRNA	rrfA		5S ribosomal RNA
b3856	CDS	mobB		molybdopterin-guanine dinucleotide biosynthesis adaptor protein
b3857	CDS	mobA	2.7.7.77	molybdenum cofactor guanylyltransferase
b3858	CDS	yihD		DUF1040 domain-containing protein YihD
b3859	CDS	srkA	2.7.11.1	stress response kinase A
b3860	CDS	dsbA	1.8.4.15	thiol:disulfide oxidoreductase DsbA
b3861	CDS	yihF		DUF945 domain-containing protein YihF
b3862	CDS	yihG		1-acylglycerol-3-phosphate O-acyltransferase YihG
b3863	CDS	polA	2.7.7.7	DNA polymerase I
b3865	CDS	yihA		GTP-binding protein YihA
b3866	CDS	yihI		Der GTPase-activating protein YihI
b3867	CDS	hemN	1.3.98.3	coproporphyrinogen III dehydrogenase
b4686	CDS	yshB		uncharacterized protein YshB
b3868	CDS	glnG		DNA-binding transcriptional dual regulator NtrC
b3869	CDS	glnL	2.7.13.3	sensory histidine kinase NtrB
b3870	CDS	glnA	6.3.1.2	glutamine synthetase
b3871	CDS	bipA		50S ribosomal subunit assembly factor BipA
b3872	CDS	yihL		putative transcriptional regulator YihL
b3873	CDS	yihM		putative TIM barrel domain-containing protein YihM
b3874	CDS	yihN		putative transporter YihN
b3875	CDS	ompL		putative outer membrane porin L
b3876	CDS	yihO		putative sulfoquinovose transporter
b3877	CDS	yihP		putative 2,3-dihydroxypropane-1-sulfonate export protein
b3878	CDS	yihQ	3.2.1.199	sulfoquinovosidase
b3879	CDS	yihR		putative sulfoquinovose mutarotase YihR
b3880	CDS	yihS	5.3.1.31	sulfoquinovose isomerase
b3881	CDS	yihT	4.1.2.57	6-deoxy-6-sulfofructose-1-phosphate aldolase
b3882	CDS	yihU	1.1.1.373	3-sulfolactaldehyde reductase
b3883	CDS	yihV	2.7.1.184	6-deoxy-6-sulfofructose kinase
b3884	CDS	csqR		DNA-binding transcriptional dual regulator CsqR
b3885	CDS	yihX	3.1.3.10	alpha-D-glucose-1-phosphate phosphatase YihX
b3886	CDS	yihY		PF03631 family membrane protein YihY
b3887	CDS	dtd	3.1.1.96	D-aminoacyl-tRNA deacylase
b3888	CDS	fabY		putative fatty acid biosynthesis enzyme FabY
b3889	CDS	yiiE		putative DNA-binding transcriptional regulator YiiE
b3890	CDS	yiiF		protein YiiF
b3891	CDS	fdhE		formate dehydrogenase formation protein
b3892	CDS	fdoI	1.17.5.3	formate dehydrogenase O subunit gamma
b3893	CDS	fdoH	1.17.5.3	formate dehydrogenase O subunit beta
b3894	CDS	fdoG	1.17.5.3	formate dehydrogenase O subunit alpha
b3895	CDS	fdhD		sulfurtransferase for molybdenum cofactor sulfuration
b3896	CDS	yiiG		DUF3829 domain-containing lipoprotein YiiG
b3897	CDS	frvR		putative transcriptional regulator FrvR
b3898	CDS	frvX		peptidase M42 family protein FrvX
b3899	CDS	frvB		putative PTS enzyme IIBC component FrvB
b3900	CDS	frvA		putative PTS enzyme IIA component FrvA
b3901	CDS	rhaM	5.1.3.32	L-rhamnose mutarotase
b3902	CDS	rhaD	4.1.2.19	rhamnulose-1-phosphate aldolase
b3903	CDS	rhaA	5.3.1.14	L-rhamnose isomerase
b3904	CDS	rhaB	2.7.1.5	rhamnulokinase
b3905	CDS	rhaS		DNA-binding transcriptional activator RhaS
b3906	CDS	rhaR		DNA-binding transcriptional activator RhaR
b3907	CDS	rhaT		rhamnose/lyxose:H(+) symporter
b3908	CDS	sodA	1.15.1.1	superoxide dismutase (Mn)
b3909	CDS	kdgT		2-dehydro-3-deoxy-D-gluconate:H(+) symporter
b3910	CDS	yiiM		2-amino-6-N-hydroxylaminopurine resistance protein
b3911	CDS	cpxA	2.7.13.2	sensor histidine kinase CpxA
b3912	CDS	cpxR		DNA-binding transcriptional dual regulator CpxR
b4484	CDS	cpxP		periplasmic protein CpxP
b3915	CDS	fieF		Zn(2(+))/Fe(2(+))/Cd(2(+)) exporter
b3916	CDS	pfkA	2.7.1.11	6-phosphofructokinase 1
b3917	CDS	sbp	7.3.2.3	sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp
b3918	CDS	cdh	3.6.1.26	CDP-diacylglycerol diphosphatase
b3919	CDS	tpiA	5.3.1.1	triose-phosphate isomerase
b3920	CDS	yiiQ		DUF1454 domain-containing protein YiiQ
b3921	CDS	yiiR		DUF805 domain-containing protein YiiR
b3922	CDS	yiiS		DUF406 domain-containing protein YiiS
b3923	CDS	uspD		universal stress protein D
b3924	CDS	fpr	1.18.1.2	flavodoxin/ferredoxin-NADP(+) reductase
b3925	CDS	glpX	3.1.3.11	fructose-1,6-bisphosphatase 2
b3926	CDS	glpK	2.7.1.30	glycerol kinase
b3927	CDS	glpF		glycerol facilitator
b3928	CDS	zapB		cell division factor ZapB
b3929	CDS	rraA		ribonuclease E inhibitor protein A
b3930	CDS	menA	2.5.1.74	1,4-dihydroxy-2-naphthoate octaprenyltransferase
b3931	CDS	hslU		ATPase component of the HslVU protease
b3932	CDS	hslV		peptidase component of the HslVU protease
b3933	CDS	ftsN		cell division protein FtsN
b3934	CDS	cytR		DNA-binding transcriptional repressor CytR
b3935	CDS	priA		primosome factor N'
b3936	CDS	rpmE		50S ribosomal subunit protein L31
b3937	CDS	yiiX		putative lipid-binding hydrolase YiiX
b3938	CDS	metJ		DNA-binding transcriptional repressor MetJ
b3939	CDS	metB	2.5.1.48	O-succinylhomoserine(thiol)-lyase/O- succinylhomoserine lyase
b3940	CDS	metL	1.1.1.3	fused aspartate kinase/homoserine dehydrogenase 2
b3941	CDS	metF	1.5.1.20	5,10-methylenetetrahydrofolate reductase
b3942	CDS	katG	1.11.1.21	catalase/hydroperoxidase HPI
b3943	CDS	yijE		cystine exporter
b3944	CDS	yijF		DUF1287 domain-containing protein YijF
b3945	CDS	gldA	1.1.1.6	L-1,2-propanediol dehydrogenase/glycerol dehydrogenase
b3946	CDS	fsaB		fructose-6-phosphate aldolase 2
b3947	CDS	ptsA		putative PTS multiphosphoryl transfer protein PtsA
b3949	CDS	frwC		putative PTS enzyme IIC component FrwC
b3950	CDS	frwB		putative PTS enzyme IIB component FrwB
b3951	CDS	pflD		putative formate acetyltransferase 2
b3952	CDS	pflC		putative pyruvate formate-lyase 2 activating enzyme PflC
b3953	CDS	frwD		putative PTS enzyme IIB component FrwD
b3954	CDS	yijO		putative DNA-binding transcriptional regulator YijO
b3955	CDS	eptC		phosphoethanolamine transferase EptC
b3956	CDS	ppc	4.1.1.31	phosphoenolpyruvate carboxylase
b3957	CDS	argE	3.5.1.16	acetylornithine deacetylase
b3958	CDS	argC	1.2.1.38	N-acetylglutamylphosphate reductase
b3959	CDS	argB	2.7.2.8	acetylglutamate kinase
b3960	CDS	argH	4.3.2.1	argininosuccinate lyase
b3961	CDS	oxyR		DNA-binding transcriptional dual regulator OxyR
b3962	CDS	sthA	1.6.1.3	soluble pyridine nucleotide transhydrogenase
b3963	CDS	fabR		DNA-binding transcriptional repressor FabR
b3964	CDS	yijD		DUF1422 domain-containing inner membrane protein YijD
b3965	CDS	trmA	2.1.1.35	tRNA m(5)U54 methyltransferase
b3966	CDS	btuB		cobalamin outer membrane transporter
b3967	CDS	murI	5.1.1.3	glutamate racemase
b3968	rRNA	rrsB		16S ribosomal RNA
b3969	tRNA	gltT		tRNA-Glu
b3970	rRNA	rrlB		23S ribosomal RNA
b3971	rRNA	rrfB		5S ribosomal RNA
b3972	CDS	murB	1.3.1.98	UDP-N-acetylenolpyruvoylglucosamine reductase
b3973	CDS	birA	6.3.4.15	DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA
b3974	CDS	coaA	2.7.1.33	pantothenate kinase
b3976	tRNA	thrU		tRNA-Thr
b3977	tRNA	tyrU		tRNA-Tyr
b3978	tRNA	glyT		tRNA-Gly
b3979	tRNA	thrT		tRNA-Thr
b3980	CDS	tufB		translation elongation factor Tu 2
b3981	CDS	secE		Sec translocon subunit SecE
b3982	CDS	nusG		transcription termination factor NusG
b3983	CDS	rplK		50S ribosomal subunit protein L11
b3984	CDS	rplA		50S ribosomal subunit protein L1
b3985	CDS	rplJ		50S ribosomal subunit protein L10
b3986	CDS	rplL		50S ribosomal subunit protein L12
b3987	CDS	rpoB	2.7.7.6	RNA polymerase subunit beta
b3988	CDS	rpoC	2.7.7.6	RNA polymerase subunit beta'
b3989	CDS	yjaZ		protein YjaZ
b3990	CDS	thiH	4.1.99.19	2-iminoacetate synthase
b3991	CDS	thiG	2.8.1.10	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase
b4407	CDS	thiS		sulfur carrier protein ThiS
b3992	CDS	thiF	2.7.7.73	sulfur carrier protein ThiS adenylyltransferase
b3993	CDS	thiE	2.5.1.3	thiamine phosphate synthase
b3994	CDS	thiC	4.1.99.17	phosphomethylpyrimidine synthase
b3995	CDS	rsd		regulator of sigma D
b3996	CDS	nudC		RNA decapping hydrolase
b3997	CDS	hemE	4.1.1.37	uroporphyrinogen decarboxylase
b3998	CDS	nfi		endonuclease V
b3999	CDS	yjaG		DUF416 domain-containing protein YjaG
b4000	CDS	hupA		DNA-binding protein HU-alpha
b4001	CDS	yjaH		DUF1481 domain-containing protein YjaH
b4002	CDS	zraP		signaling pathway modulator ZraP
b4003	CDS	zraS	2.7.13.3	sensor histidine kinase ZraS
b4004	CDS	zraR		DNA-binding transcriptional activator ZraR
b4005	CDS	purD	6.3.4.13	phosphoribosylamine--glycine ligase
b4006	CDS	purH	2.1.2.3	bifunctional AICAR transformylase/IMP cyclohydrolase
b4007	rRNA	rrsE		16S ribosomal RNA
b4008	tRNA	gltV		tRNA-Glu
b4009	rRNA	rrlE		23S ribosomal RNA
b4010	rRNA	rrfE		5S ribosomal RNA
b4011	CDS	yjaA		stress response protein
b4012	CDS	yjaB		peptidyl-lysine N-acetyltransferase YjaB
b4013	CDS	metA	2.3.1.46	homoserine O-succinyltransferase
b4014	CDS	aceB	2.3.3.9	malate synthase A
b4015	CDS	aceA	4.1.3.1	isocitrate lyase
b4016	CDS	aceK	2.7.11.5	isocitrate dehydrogenase kinase/phosphatase
b4017	CDS	arpA		regulator of acetyl CoA synthetase
b4018	CDS	iclR		DNA-binding transcriptional repressor IclR
b4019	CDS	metH	2.1.1.13	cobalamin-dependent methionine synthase
b4020	CDS	yjbB		putative inorganic phosphate export protein YjbB
b4021	CDS	pepE	3.4.13.21	peptidase E
b4022	CDS	rluF	5.4.99.21	23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase
b4023	CDS	yjbD		DUF3811 domain-containing protein YjbD
b4024	CDS	lysC	2.7.2.4	aspartate kinase III
b4025	CDS	pgi	5.3.1.9	glucose-6-phosphate isomerase
b4026	CDS	yjbE		uncharacterized protein YjbE
b4027	CDS	yjbF		lipoprotein YjbF
b4028	CDS	yjbG		capsule biosynthesis GfcC family protein YjbG
b4029	CDS	yjbH		YjbH family protein
b4620	CDS	yjbT		PF17089 family protein YjbT
b4030	CDS	psiE		putative phosphate starvation-inducible protein PsiE
b4031	CDS	xylE		D-xylose:H(+) symporter
b4032	CDS	malG	7.5.2.1	maltose ABC transporter membrane subunit MalG
b4033	CDS	malF	7.5.2.1	maltose ABC transporter membrane subunit MalF
b4034	CDS	malE	7.5.2.1	maltose ABC transporter periplasmic binding protein
b4035	CDS	malK	7.5.2.1	maltose ABC transporter ATP binding subunit
b4036	CDS	lamB		maltose outer membrane channel/phage lambda receptor protein
b4037	CDS	malM		maltose regulon periplasmic protein
b4039	CDS	ubiC	4.1.3.40	chorismate lyase
b4040	CDS	ubiA	2.5.1.39	4-hydroxybenzoate octaprenyltransferase
b4041	CDS	plsB	2.3.1.15	glycerol-3-phosphate 1-O-acyltransferase
b4042	CDS	dgkA	2.7.1.107	diacylglycerol kinase
b4043	CDS	lexA		DNA-binding transcriptional repressor LexA
b4044	CDS	dinF		DNA damage-inducible protein F
b4045	CDS	yjbJ		putative stress response protein YjbJ
