CRTL1	CTRL2	CTRL3	T1	T2	T3	COUNT	TYPE	GENE	VERSION	DESCRIPTION
998	664	575	357	291	549	PaeAG1_06206	CDS			hypothetical protein
2253	1425	692	804	859	1168	PaeAG1_06207	CDS	hisH1	2.4.2.-	imidazole glycerol phosphate synthase subunit HisH
3775	2322	1616	1228	1185	1918	PaeAG1_06208	CDS	hisB	4.2.1.19	imidazoleglycerol-phosphate dehydratase
122	70	49	53	60	84	PaeAG1_06209	CDS	panM		PanD maturation factor
150	83	76	81	62	100	PaeAG1_06210	CDS			hypothetical protein
664	391	221	284	287	377	PaeAG1_06211	CDS	lhgO_2	1.1.3.15	L-2-hydroxyglutarate oxidase LhgO
8101	4284	2529	1984	1861	3116	PaeAG1_06212	CDS			hypothetical protein
2355	1339	674	1103	842	1222	PaeAG1_06213	CDS	mutY		A/G-specific adenine glycosylase
1444	846	553	773	646	741	PaeAG1_06214	CDS			putative Fe(2+)-trafficking protein
1865	1148	506	762	725	891	PaeAG1_06215	CDS	ydgJ	1.-.-.-	putative oxidoreductase YdgJ
67	65	53	34	35	32	PaeAG1_06216	tRNA			tRNA-Phe
1650	1015	628	649	666	664	PaeAG1_06217	CDS			short-chain dehydrogenase
987	619	336	314	378	315	PaeAG1_06218	CDS			hypothetical protein
3209	1771	1787	1390	1373	2142	PaeAG1_06219	CDS			ABC transporter ATP-binding protein
4842	2540	2194	4869	3607	7580	PaeAG1_06220	CDS			amino acid ABC transporter substrate-binding protein
636	320	202	473	371	806	PaeAG1_06221	CDS			ABC transporter permease
261	154	87	300	259	373	PaeAG1_06222	CDS			amino acid ABC transporter permease
609	343	167	240	168	331	PaeAG1_06223	CDS			hypothetical protein
361	151	175	222	167	302	PaeAG1_06224	CDS			transcriptional regulator
528	318	186	382	331	409	PaeAG1_06225	CDS	oprM_7		outer membrane protein OprM
455	232	146	380	253	380	PaeAG1_06226	CDS			multidrug resistance protein
620	297	191	428	376	400	PaeAG1_06227	CDS			drug efflux transporter
38	17	13	13	14	12	PaeAG1_06228	tRNA			tRNA-Thr
9646	5015	3233	2596	2415	4273	PaeAG1_06229	CDS	rmlB		dTDP-D-glucose 4,6-dehydratase
4534	2646	1174	1260	1096	1784	PaeAG1_06230	CDS	rmlD_2		dTDP-4-dehydrorhamnose reductase
6951	3967	2279	2274	1829	2800	PaeAG1_06231	CDS	rmlA		glucose-1-phosphate thymidylyltransferase
3641	2072	1526	3070	2151	2447	PaeAG1_06232	CDS	rmlC		dTDP-4-dehydrorhamnose 3,5-epimerase
3815	1889	1799	1310	1154	1601	PaeAG1_06233	CDS			two-component sensor
2616	1542	839	1262	1126	1243	PaeAG1_06234	CDS			two-component response regulator
6309	3454	2484	2535	2308	2627	PaeAG1_06235	CDS			C4-dicarboxylate-binding protein
1320	731	406	698	570	796	PaeAG1_06236	CDS			dicarboxylate transporter
2246.71	996.611	697	1556.51	1205	1289.78	PaeAG1_06237	CDS			C4-dicarboxylate transporter
93249	34385	17397	10470	8814	11465	PaeAG1_06238	CDS	arcD		arginine/ornithine antiporter
225828	72887	38822	11089	10197	12887	PaeAG1_06239	CDS	arcA	3.5.3.6	arginine deiminase
186466	56033	37273	8823	8463	9974	PaeAG1_06240	CDS	arcB	2.1.3.3	ornithine carbamoyltransferase
120135	42808	22555	5771	5724	6791	PaeAG1_06241	CDS	arcC	2.7.2.2	carbamate kinase
30919	17356	11114	5413	5865	6300	PaeAG1_06242	CDS			beta-ketoacyl synthase
2063	1258	540	768	783	836	PaeAG1_06243	CDS	cysQ		3'(2'),5'-bisphosphate nucleotidase CysQ
2284	1505	861	787	861	1024	PaeAG1_06244	CDS			ADP-ribose diphosphatase NudE
1731	1075	652	1095	915	915	PaeAG1_06245	CDS			hydrolase
27052	13582	15050	59238	40772	56306	PaeAG1_06246	CDS	ygaU		putative protein YgaU
644	341	312	408	393	437	PaeAG1_06247	CDS			transcriptional regulator
512	267	316	384	325	516	PaeAG1_06248	CDS	fdhD		Protein FdhD
1696	936	463	1123	771	1770	PaeAG1_06249	CDS			oxidoreductase
1294	792	533	920	962	1353	PaeAG1_06250	CDS			hypothetical protein
386	243	122	132	145	238	PaeAG1_06251	CDS			hypothetical protein
3472	1771	1382	3004	1604	2753	PaeAG1_06252	CDS	csrA		Carbon storage regulator
497	293	199	333	326	388	PaeAG1_06253	CDS		5.4.99.5	chorismate mutase
314	195	150	296	233	236	PaeAG1_06254	CDS			hypothetical protein
547	307	166	414	368	400	PaeAG1_06255	CDS			iron-containing alcohol dehydrogenase
1011.15	537	218	466	392	567	PaeAG1_06256	CDS			acyl-CoA dehydrogenase
747	408	225	372	390	434	PaeAG1_06257	CDS			3-hydroxyacyl-CoA dehydrogenase
581	381	215	340	276	323	PaeAG1_06258	CDS			transcriptional regulator
614	372	252	326	297	333	PaeAG1_06259	CDS			nitroreductase
764	339	488	539	517	641	PaeAG1_06260	CDS			hypothetical protein
12556	7996	4641	3308	2982	6865	PaeAG1_06261	CDS	pckA	4.1.1.49	phosphoenolpyruvate carboxykinase
1948	1176	687	525	504	1032	PaeAG1_06262	CDS	yrfI		heat shock protein 33
1801	994	605	558	511	1076	PaeAG1_06263	CDS	lpxT	2.7.4.29	Lipid A 1-diphosphate synthase
552	349	192	205	194	277	PaeAG1_06264	CDS			heat shock protein
1228	718	588	489	521	717	PaeAG1_06265	CDS			hypothetical protein
1245	748	491	570	634	758	PaeAG1_06266	CDS	rimK_3		ribosomal protein S6 modification protein
1457	909	539	745	826	778	PaeAG1_06267	CDS			LD-carboxypeptidase
3840	2292	1102	1019	1001	1180	PaeAG1_06268	CDS	amgS		protein AmgS
7149	4062	2186	1778	1793	2648	PaeAG1_06269	CDS	amgR		osmolarity response regulator
6381	3342	1585	1341	1055	2156	PaeAG1_06270	CDS	yhgF		Protein YhgF
617	362	188	216	196	285	PaeAG1_06271	CDS			thioesterase
5697	3226	2383	1967	1719	2602	PaeAG1_06272	CDS	gshA	6.3.2.2	glutamate--cysteine ligase
2737	1577	980	940	1166	2206	PaeAG1_06273	CDS	argA	2.3.1.1	N-acetylglutamate synthase
685	383	248	563	515	446	PaeAG1_06274	CDS			multiple drug resistance protein MarC
4095	2568	1704	2206	2234	2182	PaeAG1_06275	CDS	argE	3.5.1.16	acetylornithine deacetylase
3369	1951	1031	1031	1120	1136	PaeAG1_06276	CDS			phosphate transporter
4179	2562	2132	2328	2395	2321	PaeAG1_06277	CDS			hypothetical protein
3839	2576	1121	849	782	1036	PaeAG1_06278	CDS	ygiF	3.6.1.25	Inorganic triphosphatase
15020	7919	5658	4250	3864	4307	PaeAG1_06279	CDS			secretion pathway ATPase
871	465	344	612	457	526	PaeAG1_06280	CDS	ybbJ		Inner membrane protein YbbJ
2655	1500	675	2588	2191	2579	PaeAG1_06281	CDS			hypothetical protein
4169	2067	844.084	2726	2530	2873	PaeAG1_06282	CDS	gcvP1	1.4.4.2	glycine dehydrogenase
3689	2373	1347	2117	1689	2420	PaeAG1_06283	CDS	gcvH1		glycine cleavage system protein H
5998	3904	2033	2154	2095	3427	PaeAG1_06284	CDS	gcvT1	2.1.2.10	glycine cleavage system aminomethyltransferase T
664	432	340	454	457	673	PaeAG1_06285	CDS			iron ABC transporter substrate-binding protein
1009	553	270	1323	1171	2935	PaeAG1_06286	CDS			iron ABC transporter substrate-binding protein
827	469	284	545	420	491	PaeAG1_06287	CDS			transcriptional regulator
621	423	256	486	433	440	PaeAG1_06288	CDS			major facilitator superfamily transporter
750	463	303	896	645	700	PaeAG1_06289	CDS			hypothetical protein
4151	2764	1057	1153	1043	1164	PaeAG1_06290	CDS			2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
1965	1264	701	555	483	706	PaeAG1_06291	CDS			hypothetical protein
10656	7195	2985	2544	2178	2688	PaeAG1_06292	CDS	ubiH		2-octaprenyl-6-methoxyphenyl hydroxylase
23186	14417	7731	4095	3847	5829	PaeAG1_06293	CDS	pepP		aminopeptidase
6834	3542	2084	819	900	1560	PaeAG1_06294	CDS			hypothetical protein
4499	2502	3690	2408	2048	2761	PaeAG1_06295	CDS			hypothetical protein
4924	2160	2805	2942	2847	3286	PaeAG1_06296	CDS	zapA		Cell division protein ZapA
6762	4122	3284	1860	2008	2261	PaeAG1_06297	CDS			5-formyltetrahydrofolate cyclo-ligase
5633	3976	4683	2293	2611	2774	PaeAG1_06298	CDS			hypothetical protein
2603	1526	1307	1286	1215	1036	PaeAG1_06299	CDS			hypothetical protein
5190	3173	3004	2194	2325	1916	PaeAG1_06300	CDS			ABC transporter permease
25435	13882	8306	11848	11961	8049	PaeAG1_06301	CDS			ABC transporter ATP-binding protein/permease
11916	6388	2994	9508	6353	6321	PaeAG1_06302	CDS			secretion protein
1436	777	722	723	922	928	PaeAG1_06303	CDS			flagellar basal body protein FliL
1340	750	394	624	635	686	PaeAG1_06304	CDS			oxidoreductase
1935	1054	693	735	717	830	PaeAG1_06305	CDS	glpT		sn-glycerol-3-phosphate transporter
2451	1685	794	954	927	951	PaeAG1_06306	CDS			CDP-6-deoxy-delta-3,4-glucoseen reductase
6465	3824	2002	1720	1809	2390	PaeAG1_06307	CDS			3-octaprenyl-4-hydroxybenzoate carboxy-lyase
848	463	538	492	497	603	PaeAG1_06308	CDS			O-antigen acetylase
46631	25809	25029	5301	5767	9365	PaeAG1_06309	CDS	rho		transcription termination factor Rho
38001	16145	34510	26813	28442	31550	PaeAG1_06310	CDS	trxA		thioredoxin
11337	6670	5509	4415	4290	5342	PaeAG1_06311	CDS	ppx		exopolyphosphatase
58098	33490	22671	14268	13734	15618	PaeAG1_06312	CDS	ppk	2.7.4.1	polyphosphate kinase
40007	21457	13119	9404	9966	11149	PaeAG1_06313	CDS	hemB	4.2.1.24	delta-aminolevulinic acid dehydratase
4341	2205	2411	805	954	1465	PaeAG1_06314	CDS	yohD		Inner membrane protein YohD
7645	3365	2924	5886	4286	6041	PaeAG1_06315	CDS			glutamine amidotransferase
917	556	312	370	312	335	PaeAG1_06316	CDS			hypothetical protein
1349	927	588	674	656	667	PaeAG1_06317	CDS			hypothetical protein
1247	848	605	947	964	997	PaeAG1_06318	CDS			hypothetical protein
2616	1501	1167	1066	1178	1281	PaeAG1_06319	CDS	rhtB		Homoserine/homoserine lactone efflux protein
3127.8	1781	1639	1446	1269	1865	PaeAG1_06320	CDS			hypothetical protein
1255	786	709	517	484	714	PaeAG1_06321	CDS			hypothetical protein
6314	3740	2535	1338	1406	2211	PaeAG1_06322	CDS			ABC transporter ATP-binding protein
7138	4159	1798	3985	3162	3570	PaeAG1_06323	CDS			hypothetical protein
44085	27021	12831	12997	13303	14152	PaeAG1_06324	CDS			hypothetical protein
580	376	329	300	265	386	PaeAG1_06325	CDS			FkbP-type peptidyl-prolyl cis-trans isomerase
11043	6318	7466	7681	8386	10766	PaeAG1_06326	CDS	algQ		anti-RNA polymerase sigma 70 factor
1272	751	570	459	390	650	PaeAG1_06327	CDS	dsbH		disulfide bond formation protein
7743	5106	2873	5627	5180	4622	PaeAG1_06328	CDS	hemY		Protein HemY
8381	5262	3529	4509	4026	4071	PaeAG1_06329	CDS			hypothetical protein
3582	2584	1160	1948	2188	1544	PaeAG1_06330	CDS	hemD	4.2.1.75	uroporphyrinogen-III synthase
19208	9528	6790	5895	4935	6306	PaeAG1_06331	CDS	hemC	2.5.1.61	porphobilinogen deaminase
9421	5863	3771	9201	8586	9939	PaeAG1_06332	CDS	algR		alginate biosynthesis regulatory protein AlgR
5590	2880	3167	6090	5120	6419	PaeAG1_06333	CDS	algZ		alginate biosynthesis protein AlgZ/FimS
13119	7501	4132	2600	2465	3120	PaeAG1_06334	CDS	argH	4.3.2.1	argininosuccinate lyase
6581	3530	4099	2842	2765	3937	PaeAG1_06335	CDS			hypothetical protein
7052	3414	4104	5337	4488	5546	PaeAG1_06336	CDS			hypothetical protein
300	164	144	186	130	169	PaeAG1_06337	CDS			hypothetical protein
2586	1383	1421	1250	1276	1278	PaeAG1_06338	CDS	vgrG1_5		type VI secretion system protein VgrG
745.199	402.173	139.752	174.86	161.698	201.635	PaeAG1_06339	CDS	hcpC_3		secreted protein Hcp
2449	1488	1266	671	794	1048	PaeAG1_06340	CDS	corA		magnesium/cobalt transporter
2893	1420	1538	1993	1632	1635	PaeAG1_06341	CDS			hypothetical protein
4103	2117	1594	947	976	1123	PaeAG1_06342	CDS			hypothetical protein
18241	6751	6461	5421	5348	7162	PaeAG1_06343	CDS			hypothetical protein
9373	4775	3304	2836	2599	2717	PaeAG1_06344	CDS	cyaA	4.6.1.1	adenylate cyclase
1006	559	492	405	400	551	PaeAG1_06345	CDS			hypothetical protein
4653	2193	2029	1694	1737	2997	PaeAG1_06346	CDS	rnk		nucleoside diphosphate kinase regulator
830	551	462	1071	977	1149	PaeAG1_06347	CDS			frataxin-like protein
2863	1657	1864	828	947	1215	PaeAG1_06348	CDS	lppL		lipopeptide LppL
11336	6315	3825	2302	2656	3253	PaeAG1_06349	CDS	lysA		diaminopimelate decarboxylase
5295	3140	2310	1645	1616	2143	PaeAG1_06350	CDS	dapF	5.1.1.7	diaminopimelate epimerase
4440	2885	2159	1693	1488	1669	PaeAG1_06351	CDS			hypothetical protein
2123	1341	876	537	545	617	PaeAG1_06352	CDS	sss		site-specific tyrosine recombinase XerC
1652	797	711	483	507	517	PaeAG1_06353	CDS			hydrolase
448	283	172	180	182	229	PaeAG1_06354	CDS			major facilitator superfamily transporter
1801	1091	692	592	503	661	PaeAG1_06355	CDS			transcriptional regulator
489	253	235	244	256	292	PaeAG1_06356	CDS			hypothetical protein
1267	721	944	1742	1660	2090	PaeAG1_06357	CDS	sutA		Transcriptional regulator SutA
401	298	234	239	280	552	PaeAG1_06358	CDS			hypothetical protein
2843	1687	1689	1366	1476	1390	PaeAG1_06359	CDS	amtB		ammonium transporter
19784	12015	12114	18784	18479	17032	PaeAG1_06360	CDS	glnK		nitrogen regulatory protein P-II 2
992	638	396	155	216	267	PaeAG1_06361	CDS	yqiC		putative protein YqiC
1456	890	620	473	517	583	PaeAG1_06362	CDS	comM_1		Competence protein ComM
2827	1497	1643	2136	1950	2359	PaeAG1_06363	CDS			hypothetical protein
1233	617	767	1065	1028	933	PaeAG1_06364	CDS			hypothetical protein
1663	906	975	1450	1252	1458	PaeAG1_06365	CDS			hypothetical protein
2981	1670	1986	3149	2800	2559	PaeAG1_06366	CDS			hypothetical protein
9839	4788	5232	11076	9022	12749	PaeAG1_06367	CDS			hypothetical protein
6928	3429	5000	4181	3374	5188	PaeAG1_06368	CDS			hypothetical protein
15203	7467	9839	9079	8257	10069	PaeAG1_06369	CDS			hypothetical protein
7788	4035	5059	3733	3204	4526	PaeAG1_06370	CDS			hypothetical protein
5413	2719	3621	3146	2567	3698	PaeAG1_06371	CDS			hypothetical protein
8553	4162	5418	4844	3893	5495	PaeAG1_06372	CDS			hypothetical protein
3569	1939	1278	1576	1292	1749	PaeAG1_06373	CDS			hypothetical protein
10509	4985	5926	4409	3951	5737	PaeAG1_06374	CDS			hypothetical protein
7315	3847	3140	3201	2768	3475	PaeAG1_06375	CDS		2.1.1.72	putative type I restriction enzymeP M protein
3309	1827	1809	2065	1835	2326	PaeAG1_06376	CDS			hypothetical protein
12682	6588	6208	7998	6551	8311	PaeAG1_06377	CDS			hypothetical protein
12449	5655	7401	8053	7704	10186.9	PaeAG1_06378	CDS			hypothetical protein
2261	1164	1692	1267	1287	2051	PaeAG1_06379	CDS			hypothetical protein
864	467	510	586	507	917	PaeAG1_06380	CDS			hypothetical protein
837	475	475	1523	1298	1215	PaeAG1_06381	CDS			IS66 family transposase ISPre3
120	59	98	291	285	233	PaeAG1_06382	CDS			hypothetical protein
101	48	42	48	33	44	PaeAG1_06383	CDS			hypothetical protein
4622	2286	3482	1597	1405	2369	PaeAG1_06384	CDS			hypothetical protein
30548	15424	12326	15823	12088	18656	PaeAG1_06385	CDS			hypothetical protein
18375	8406	7731	6545	5248	8714	PaeAG1_06386	CDS	der		GTPase Der
24160	10463	13750	11220	9039	14684	PaeAG1_06387	CDS	smc_3		Chromosome partition protein Smc
676.5	346.5	390	354.5	287	408	PaeAG1_06388	CDS			IS21 family transposase ISPst3
1267.17	656.818	814.431	522.914	591.697	752.248	PaeAG1_06389	CDS			hypothetical protein
1046	434	798	621	481	746	PaeAG1_06390	CDS			hypothetical protein
2817	1194	1844	1333	1078	1842	PaeAG1_06391	CDS	xerC_3		Tyrosine recombinase XerC
4652	1862	2012	1262	960	2019	PaeAG1_06392	CDS			hypothetical protein
6952	2786	3025	1140	848	2210	PaeAG1_06393	CDS			hypothetical protein
310	177	187	207	178	195	PaeAG1_06394	CDS	comM_2		Competence protein ComM
5521	3089	2128	1753	1361	2370	PaeAG1_06395	CDS			choline transporter
941	577	435	673	567	741	PaeAG1_06396	CDS	pchP		phosphorylcholine phosphatase
325	191	81	150	118	154	PaeAG1_06397	CDS			transcriptional regulator
402.123	255	131.188	250.609	243.342	308	PaeAG1_06398	CDS			multidrug efflux protein NorA
3336.88	2277	1462.81	1617.39	1363.66	1659	PaeAG1_06399	CDS			hypothetical protein
10439	5870	5709	1714	1720	3105	PaeAG1_06400	CDS	rep_2		ATP-dependent DNA helicase Rep
1553	737	332	479	403	526	PaeAG1_06401	CDS	poxB		pyruvate dehydrogenase
3956	1843	2104	1324	1148	2298	PaeAG1_06402	CDS		2.4.2.22	xanthine phosphoribosyltransferase
3243	1926	956	1252	1096	1555	PaeAG1_06403	CDS			hypothetical protein
6705	4040	4799	4073	4272	7369	PaeAG1_06404	CDS	cycB		cytochrome C5
12184	7177	7886	7866	6362	9921	PaeAG1_06405	CDS			transcriptional regulator
3332	1978	1143	1243	1683	1852	PaeAG1_06406	CDS	dadX	5.1.1.1	alanine racemase
7567	3649	2563	2249	3385	3818	PaeAG1_06407	CDS	yabJ_3	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
21338	10239	5552	5168	6262	6952	PaeAG1_06408	CDS	dadA	1.4.99.6	D-amino acid dehydrogenase small subunit
2426	1292	760	2419	1922	1991	PaeAG1_06409	CDS			hypothetical protein
1334	742	819	829	724	804	PaeAG1_06410	CDS			hypothetical protein
5683	3611	2638	3499	3221	3536	PaeAG1_06411	CDS			hypothetical protein
4333	1777	2772	1603	1621	2180	PaeAG1_06412	CDS	lrp		leucine-responsive regulatory protein
2147	1347	699	561	547	665	PaeAG1_06413	CDS			oxidoreductase
1458	810	585	749	788	971	PaeAG1_06414	CDS	clsC	2.7.8.-	Cardiolipin synthase C
959	526	343	440	351	444	PaeAG1_06415	CDS			major facilitator superfamily transporter
25259	13842	6592	8446	7358	6888	PaeAG1_06416	CDS			aldehyde dehydrogenase
4678	2629	1696	1402	1530	1544	PaeAG1_06417	CDS			omega amino acid--pyruvate transaminase
845	399	383	661	676	853	PaeAG1_06418	CDS			hypothetical protein
6338	3229	10993	2416	2225	5661	PaeAG1_06419	CDS	rpmG		50S ribosomal protein L33
23021	10470	21784	5551	5016	15405	PaeAG1_06420	CDS	rpmB		50S ribosomal protein L28
3220	1780	894	959	843	1196	PaeAG1_06421	CDS			dipeptide ABC transporter substrate-binding protein
888	499	348	508	421	589	PaeAG1_06422	CDS			hypothetical protein
1475	998	655	1153	1117	1153	PaeAG1_06423	CDS	radC_5		DNA repair protein RadC
4500	2811	1702	809	941	1472	PaeAG1_06424	CDS	coaC	4.1.1.36	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
2558	1446	533	331	294	423	PaeAG1_06425	CDS	dut	3.6.1.23	deoxyuridine 5'-triphosphate nucleotidohydrolase
11922	6777	3778	3484	3245	4972	PaeAG1_06426	CDS	algC		phosphomannomutase
2524	1418	866	1441	1163	1541	PaeAG1_06427	CDS	argB	2.7.2.8	acetylglutamate kinase
1127	713	651	898	713	987	PaeAG1_06428	CDS			transcriptional regulator
264	158	130	160	153	161	PaeAG1_06429	CDS			hypothetical protein
248	141	63	111	112	164	PaeAG1_06430	CDS			hypothetical protein
760	383	332	356	356	429	PaeAG1_06431	CDS			oxidoreductase
72	37	18	22	24	40	PaeAG1_06432	CDS			mono-heme cytochrome C
1652	793	918	657	783	919	PaeAG1_06433	CDS	ybgC_2	3.1.2.-	Acyl-CoA thioester hydrolase YbgC
4063	2695	1400	1750	2028	2073	PaeAG1_06434	CDS			hypothetical protein
6366	3924	2981	1654	1849	2150	PaeAG1_06435	CDS	pyrE	2.4.2.10	orotate phosphoribosyltransferase
10469	7518	5084	3410	3847	4184	PaeAG1_06436	CDS	crc		catabolite repression control protein
2068	1267	978	1320	1212	1544	PaeAG1_06437	CDS			hypothetical protein
5800	3443	1947	1255	1274	1706	PaeAG1_06438	CDS	rph	2.7.7.56	ribonuclease PH
5026	2879	1662	1232	1111	1728	PaeAG1_06439	CDS			hypothetical protein
2878	1462	1109	632	622	960	PaeAG1_06440	CDS	gmk	2.7.4.8	guanylate kinase
11622	5238	6514	7103	6865	9123	PaeAG1_06441	CDS	rpoZ	2.7.7.6	DNA-directed RNA polymerase subunit omega
26326	13897	10675	6995	7286	8919	PaeAG1_06442	CDS	spoT		guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
9969	4882	5046	5604	5068	5759	PaeAG1_06443	CDS	yabJ_4	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
3900	2363	1255	1157	1135	1182	PaeAG1_06444	CDS			hypothetical protein
473	270	196	92	125	114	PaeAG1_06445	CDS	rhtC_2		Threonine efflux protein
999	680	291	438	457	493	PaeAG1_06446	CDS			transcriptional regulator
1893	1228	513	644	634	992	PaeAG1_06447	CDS			hypothetical protein
8069	4260	3432	1851	2217	2918	PaeAG1_06448	CDS	oxyR		transcriptional regulator
7139	4386	2817	2650	2467	3543	PaeAG1_06449	CDS	recG		ATP-dependent DNA helicase RecG
2201	1125	628	1278	896	969	PaeAG1_06450	tRNA			tRNA-Ser
1708	926	1171	1585	1673	2624	PaeAG1_06451	CDS			hypothetical protein
13201	5027	8873	17426	11856	28524	PaeAG1_06452	CDS			DNA-binding protein
3503	2028	1199	1983	1935	2276	PaeAG1_06453	CDS			rubredoxin reductase
676	342	241	800	672	731	PaeAG1_06454	CDS	rubA2		rubredoxin
538	284	387	401	372	947	PaeAG1_06455	CDS	rubA1		rubredoxin
590	334	167	100	85	69	PaeAG1_06456	CDS			hypothetical protein
3744	1733	956	282	216	308	PaeAG1_06457	CDS	glcF		glycolate oxidase iron-sulfur subunit
2553	1512	549	197	192	258	PaeAG1_06458	CDS	glcE		glycolate oxidase FAD binding subunit
24980	12107	10867	711	613	865	PaeAG1_06459	CDS	glcD_4		glycolate oxidase subunit GlcD
722	424	258	509	469	533	PaeAG1_06460	CDS	glcC		DNA-binding transcriptional regulator GlcC
1104	638	405	376	306	454	PaeAG1_06461	CDS	ubiC	4.1.3.40	Chorismate pyruvate-lyase
4645	2565	1792	3063	2443	3090	PaeAG1_06462	CDS	ubiA		4-hydroxybenzoate octaprenyltransferase
4911	2405	1816	3028	2938	3539	PaeAG1_06463	CDS			hypothetical protein
1431	866	698	762	586	872	PaeAG1_06464	CDS	phoB		two-component response regulator PhoB
1040	593	493	515	484	577	PaeAG1_06465	CDS	phoR		two-component sensor PhoR
4342	2703	2305	1456	1622	1782	PaeAG1_06466	CDS			hypothetical protein
4208	2306	2109	1369	1523	2032	PaeAG1_06467	CDS			hypothetical protein
7692	4309	2857	2945	3017	3397	PaeAG1_06468	CDS			two-component response regulator
1422	804	420	767	653	740	PaeAG1_06469	CDS	phoU		phosphate uptake regulatory protein PhoU
1225	714	362	405	352	502	PaeAG1_06470	CDS	pstB		phosphate ABC transporter ATP-binding protein
1886	1214	363	522	438	568	PaeAG1_06471	CDS	pstA		phosphate ABC transporter permease
