ID	TYPE	NAME	???	DESCRIPTION
PA5018	CDS	msrA		peptide methionine sulfoxide reductase
PA5019	CDS			hypothetical protein
PA5020	CDS			acyl-CoA dehydrogenase
PA5021	CDS			sodium/hydrogen antiporter
PA5022	CDS			potassium efflux protein KefA
PA5023	CDS			hypothetical protein
PA5024	CDS			hypothetical protein
PA5025	CDS	metY	2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase
PA5026	CDS			hypothetical protein
PA5027	CDS			hypothetical protein
PA5028	CDS			hypothetical protein
PA5029	CDS			transcriptional regulator
PA5030	CDS			major facilitator superfamily transporter
PA5031	CDS			short-chain dehydrogenase
PA5032	CDS			transcriptional regulator
PA5033	CDS			hypothetical protein
PA5034	CDS	hemE	4.1.1.37	uroporphyrinogen decarboxylase
PA5035	CDS	gltD	1.4.1.13	glutamate synthase subunit beta
PA5036	CDS	gltB	1.4.1.13	glutamate synthase subunit alpha
PA5037	CDS			hypothetical protein
PA5038	CDS	aroB	4.2.3.4	3-dehydroquinate synthase
PA5039	CDS	aroK	2.7.1.71	shikimate kinase
PA5040	CDS	pilQ		type 4 fimbrial biogenesis outer membrane protein PilQ
PA5041	CDS	pilP		type 4 fimbrial biogenesis protein PilP
PA5042	CDS	pilO		type 4 fimbrial biogenesis protein PilO
PA5043	CDS	pilN		type 4 fimbrial biogenesis protein PilN
PA5044	CDS	pilM		type 4 fimbrial biogenesis protein PilM
PA5045	CDS	ponA		penicillin-binding protein 1A
PA5046	CDS			malic enzyme
PA5047	CDS			hypothetical protein
PA5048	CDS			nuclease
PA5049	CDS	rpmE		50S ribosomal protein L31
PA5050	CDS	priA		primosome assembly protein PriA
PA5051	CDS	argS	6.1.1.19	arginine--tRNA ligase
PA5052	CDS			hypothetical protein
PA5053	CDS	hslV	3.4.25.1	ATP-dependent protease peptidase subunit
PA5054	CDS	hslU		ATP-dependent protease ATP-binding subunit HslU
PA5055	CDS			hypothetical protein
PA5056	CDS	phaC1		poly(3-hydroxyalkanoic acid) synthase
PA5057	CDS	phaD		poly(3-hydroxyalkanoic acid) depolymerase
PA5058	CDS	phaC2		poly(3-hydroxyalkanoic acid) synthase
PA5059	CDS			transcriptional regulator
PA5060	CDS	phaF		polyhydroxyalkanoate synthesis protein PhaF
PA5061	CDS			hypothetical protein
PA5062	CDS			hypothetical protein
PA5063	CDS	ubiE	2.1.1.-	ubiquinone/menaquinone biosynthesis methyltransferase
PA5064	CDS			hypothetical protein
PA5065	CDS	ubiB		ubiquinone biosynthetic protein UbiB
PA5066	CDS	hisI	3.5.4.19	phosphoribosyl-AMP cyclohydrolase
PA5067	CDS	hisE	3.6.1.31	phosphoribosyl-ATP pyrophosphatase
PA5068	CDS	tatA		twin-arginine translocation protein TatA
PA5069	CDS	tatB		sec-independent translocase
PA5070	CDS	tatC		transporter TatC
PA5071	CDS			16S ribosomal RNA methyltransferase RsmE
PA5072	CDS			chemotaxis transducer
PA5073	CDS			hypothetical protein
PA5074	CDS			ABC transporter ATP-binding protein
PA5075	CDS			ABC transporter permease
PA5076	CDS			ABC transporter
PA5077	CDS	mdoH		glucosyltransferase MdoH
PA5078	CDS			glucan biosynthesis protein G
PA5079	CDS			D-tyrosyl-tRNA(Tyr) deacylase
PA5080	CDS			prolyl aminopeptidase
PA5081	CDS			hypothetical protein
PA5082	CDS			ABC transporter
PA5083	CDS			hypothetical protein
PA5084	CDS			oxidoreductase
PA5085	CDS			transcriptional regulator
PA5087	CDS			hypothetical protein
PA5088	CDS			hypothetical protein
PA5089	CDS			hypothetical protein
PA5090	CDS			hypothetical protein
PA5091	CDS	hutG		N-formylglutamate amidohydrolase
PA5092	CDS	hutI	3.5.2.7	imidazolonepropionase
PA5093	CDS			histidine/phenylalanine ammonia-lyase
PA5094	CDS			ABC transporter ATP-binding protein
PA5095	CDS			ABC transporter permease
PA5096	CDS			ABC transporter
PA5097	CDS			amino acid permease
PA5098	CDS	hutH	4.3.1.3	histidine ammonia-lyase
PA5099	CDS			transporter
PA5100	CDS	hutU	4.2.1.49	urocanate hydratase
PA5101	CDS			hypothetical protein
PA5102	CDS			hypothetical protein
PA5103	CDS			hypothetical protein
PA5104	CDS			hypothetical protein
PA5105	CDS	hutC		histidine utilization repressor HutC
PA5106	CDS			N-formimino-L-glutamate deiminase
PA5107	CDS	blc		outer membrane lipoprotein Blc
PA5108	CDS			hypothetical protein
PA5109	CDS			hypothetical protein
PA5110	CDS	fbp	3.1.3.11	fructose-1,6-bisphosphatase
PA5111	CDS	gloA3		lactoylglutathione lyase
PA5112	CDS	estA		esterase
PA5113	CDS			hypothetical protein
PA5114	CDS			hypothetical protein
PA5115	CDS			hypothetical protein
PA5116	CDS			transcriptional regulator
PA5117	CDS	typA		regulatory protein TypA
PA5118	CDS	thiI		thiamine biosynthesis protein ThiI
PA5119	CDS	glnA		glutamine synthetase
PA5120	CDS			hypothetical protein
PA5121	CDS			hypothetical protein
PA5122	CDS			hypothetical protein
PA5123	CDS			hypothetical protein
PA5124	CDS	ntrB		two-component sensor NtrB
PA5125	CDS	ntrC		two-component response regulator NtrC
PA5126	CDS			hypothetical protein
PA5127	CDS			rRNA methylase
PA5128	CDS	secB		preprotein translocase subunit SecB
PA5129	CDS	grx		glutaredoxin
PA5130	CDS			hypothetical protein
PA5131	CDS	pgm		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PA5132	CDS			hypothetical protein
PA5133	CDS			hypothetical protein
PA5134	CDS			carboxyl-terminal protease
PA5135	CDS			hypothetical protein
PA5136	CDS			hypothetical protein
PA5137	CDS			hypothetical protein
PA5138	CDS			hypothetical protein
PA5139	CDS			hypothetical protein
PA5140	CDS	hisF1	4.1.3.-	imidazole glycerol phosphate synthase subunit HisF
PA5141	CDS	hisA	5.3.1.16	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
PA5142	CDS	hisH1	2.4.2.-	imidazole glycerol phosphate synthase subunit HisH
PA5143	CDS	hisB	4.2.1.19	imidazoleglycerol-phosphate dehydratase
PA5144	CDS			hypothetical protein
PA5145	CDS			hypothetical protein
PA5146	CDS			hypothetical protein
PA5147	CDS	mutY		A/G-specific adenine glycosylase
PA5148	CDS			hypothetical protein
PA5149	CDS			hypothetical protein
PA5149.1	tRNA			tRNA-Phe
PA5150	CDS			short-chain dehydrogenase
PA5151	CDS			hypothetical protein
PA5152	CDS			ABC transporter ATP-binding protein
PA5153	CDS			amino acid ABC transporter substrate-binding protein
PA5154	CDS			ABC transporter permease
PA5155	CDS			amino acid ABC transporter permease
PA5156	CDS			hypothetical protein
PA5157	CDS			transcriptional regulator
PA5158	CDS			hypothetical protein
PA5159	CDS			multidrug resistance protein
PA5160	CDS			drug efflux transporter
PA5160.1	tRNA			tRNA-Thr
PA5161	CDS	rmlB		dTDP-D-glucose 4,6-dehydratase
PA5162	CDS	rmlD		dTDP-4-dehydrorhamnose reductase
PA5163	CDS	rmlA		glucose-1-phosphate thymidylyltransferase
PA5164	CDS	rmlC		dTDP-4-dehydrorhamnose 3,5-epimerase
PA5165	CDS			two-component sensor
PA5166	CDS			two-component response regulator
PA5167	CDS			C4-dicarboxylate-binding protein
PA5168	CDS			dicarboxylate transporter
PA5169	CDS			C4-dicarboxylate transporter
PA5170	CDS	arcD		arginine/ornithine antiporter
PA5171	CDS	arcA	3.5.3.6	arginine deiminase
PA5172	CDS	arcB	2.1.3.3	ornithine carbamoyltransferase
PA5173	CDS	arcC	2.7.2.2	carbamate kinase
PA5174	CDS			beta-ketoacyl synthase
PA5175	CDS	cysQ		3'(2'),5'-bisphosphate nucleotidase CysQ
PA5176	CDS			ADP-ribose diphosphatase NudE
PA5177	CDS			hydrolase
PA5178	CDS			hypothetical protein
PA5179	CDS			transcriptional regulator
PA5180	CDS			hypothetical protein
PA5181	CDS			oxidoreductase
PA5182	CDS			hypothetical protein
PA5183	CDS			hypothetical protein
PA5183a	CDS			hypothetical protein
PA5184	CDS		5.4.99.5	chorismate mutase
PA5185	CDS			hypothetical protein
PA5186	CDS			iron-containing alcohol dehydrogenase
PA5187	CDS			acyl-CoA dehydrogenase
PA5188	CDS			3-hydroxyacyl-CoA dehydrogenase
PA5189	CDS			transcriptional regulator
PA5190	CDS			nitroreductase
PA5191	CDS			hypothetical protein
PA5192	CDS	pckA	4.1.1.49	phosphoenolpyruvate carboxykinase
PA5193	CDS	yrfI		heat shock protein 33
PA5194	CDS			hypothetical protein
PA5195	CDS			heat shock protein
PA5196	CDS			hypothetical protein
PA5197	CDS	rimK		ribosomal protein S6 modification protein
PA5198	CDS			LD-carboxypeptidase
PA5199	CDS	amgS		protein AmgS
PA5200	CDS	amgR		osmolarity response regulator
PA5201	CDS			hypothetical protein
PA5202	CDS			hypothetical protein
PA5203	CDS	gshA	6.3.2.2	glutamate--cysteine ligase
PA5204	CDS	argA	2.3.1.1	N-acetylglutamate synthase
PA5205	CDS			multiple drug resistance protein MarC
PA5206	CDS	argE	3.5.1.16	acetylornithine deacetylase
PA5207	CDS			phosphate transporter
PA5208	CDS			hypothetical protein
PA5209	CDS			hypothetical protein
PA5210	CDS			secretion pathway ATPase
PA5211	CDS			hypothetical protein
PA5212	CDS			hypothetical protein
PA5213	CDS	gcvP1	1.4.4.2	glycine dehydrogenase
PA5214	CDS	gcvH1		glycine cleavage system protein H
PA5215	CDS	gcvT1	2.1.2.10	glycine cleavage system aminomethyltransferase T
PA5216	CDS			iron ABC transporter substrate-binding protein
PA5217	CDS			iron ABC transporter substrate-binding protein
PA5218	CDS			transcriptional regulator
PA5219	CDS			hypothetical protein
PA5220	CDS			hypothetical protein
PA5221	CDS			2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
PA5222	CDS			hypothetical protein
PA5223	CDS	ubiH		2-octaprenyl-6-methoxyphenyl hydroxylase
PA5224	CDS	pepP		aminopeptidase
PA5225	CDS			hypothetical protein
PA5226	CDS			hypothetical protein
PA5227	CDS			hypothetical protein
PA5228	CDS			5-formyltetrahydrofolate cyclo-ligase
PA5229	CDS			hypothetical protein
PA5230	CDS			ABC transporter permease
PA5231	CDS			ABC transporter ATP-binding protein/permease
PA5232	CDS			hypothetical protein
PA5233	CDS			flagellar basal body protein FliL
PA5234	CDS			oxidoreductase
PA5235	CDS	glpT		sn-glycerol-3-phosphate transporter
PA5236	CDS			CDP-6-deoxy-delta-3,4-glucoseen reductase
PA5237	CDS			3-octaprenyl-4-hydroxybenzoate carboxy-lyase
PA5238	CDS			O-antigen acetylase
PA5239	CDS	rho		transcription termination factor Rho
PA5240	CDS	trxA		thioredoxin
PA5241	CDS	ppx		exopolyphosphatase
PA5242	CDS	ppk	2.7.4.1	polyphosphate kinase
PA5243	CDS	hemB	4.2.1.24	delta-aminolevulinic acid dehydratase
PA5244	CDS			hypothetical protein
PA5245	CDS			glutamine amidotransferase
PA5246	CDS			hypothetical protein
PA5247	CDS			hypothetical protein
PA5248	CDS			hypothetical protein
PA5249	CDS			hypothetical protein
PA5250	CDS			hypothetical protein
PA5251	CDS			hypothetical protein
PA5252	CDS			ABC transporter ATP-binding protein
PA5252a	CDS			hypothetical protein
PA5253	CDS	algP		alginate regulatory protein AlgP
PA5254	CDS			FkbP-type peptidyl-prolyl cis-trans isomerase
PA5255	CDS	algQ		anti-RNA polymerase sigma 70 factor
PA5256	CDS	dsbH		disulfide bond formation protein
PA5257	CDS			hypothetical protein
PA5258	CDS			hypothetical protein
PA5259	CDS	hemD	4.2.1.75	uroporphyrinogen-III synthase
PA5260	CDS	hemC	2.5.1.61	porphobilinogen deaminase
PA5261	CDS	algR		alginate biosynthesis regulatory protein AlgR
PA5262	CDS	algZ		alginate biosynthesis protein AlgZ/FimS
PA5263	CDS	argH	4.3.2.1	argininosuccinate lyase
PA5264	CDS			hypothetical protein
PA5265	CDS			hypothetical protein
PA5266	CDS			hypothetical protein
PA5267	CDS	hcpB		secreted protein Hcp
PA5268	CDS	corA		magnesium/cobalt transporter
PA5269	CDS			hypothetical protein
PA5270	CDS			hypothetical protein
PA5271	CDS			hypothetical protein
PA5272	CDS	cyaA	4.6.1.1	adenylate cyclase
PA5273	CDS			hypothetical protein
PA5274	CDS	rnk		nucleoside diphosphate kinase regulator
PA5275	CDS			frataxin-like protein
PA5276	CDS	lppL		lipopeptide LppL
PA5277	CDS	lysA		diaminopimelate decarboxylase
PA5278	CDS	dapF	5.1.1.7	diaminopimelate epimerase
PA5279	CDS			hypothetical protein
PA5280	CDS	sss		site-specific tyrosine recombinase XerC
PA5281	CDS			hydrolase
PA5282	CDS			major facilitator superfamily transporter
PA5283	CDS			transcriptional regulator
PA5284	CDS			hypothetical protein
PA5285	CDS			hypothetical protein
PA5286	CDS			hypothetical protein
PA5287	CDS	amtB		ammonium transporter
PA5288	CDS	glnK		nitrogen regulatory protein P-II 2
PA5289	CDS			hypothetical protein
PA5290	CDS			hypothetical protein
PA5291	CDS			choline transporter
PA5292	CDS	pchP		phosphorylcholine phosphatase
PA5293	CDS			transcriptional regulator
PA5294	CDS			multidrug efflux protein NorA
PA5295	CDS			hypothetical protein
PA5296	CDS	rep		ATP-dependent DNA helicase Rep
PA5297	CDS	poxB		pyruvate dehydrogenase
PA5298	CDS		2.4.2.22	xanthine phosphoribosyltransferase
PA5299	CDS			hypothetical protein
PA5300	CDS	cycB		cytochrome C5
PA5301	CDS			transcriptional regulator
PA5302	CDS	dadX	5.1.1.1	alanine racemase
PA5303	CDS			hypothetical protein
PA5304	CDS	dadA	1.4.99.6	D-amino acid dehydrogenase small subunit
PA5305	CDS			hypothetical protein
PA5306	CDS			hypothetical protein
PA5307	CDS			hypothetical protein
PA5308	CDS	lrp		leucine-responsive regulatory protein
PA5309	CDS			oxidoreductase
PA5310	CDS			hypothetical protein
PA5311	CDS			major facilitator superfamily transporter
PA5312	CDS			aldehyde dehydrogenase
PA5313	CDS			omega amino acid--pyruvate transaminase
PA5314	CDS			hypothetical protein
PA5315	CDS	rpmG		50S ribosomal protein L33
PA5316	CDS	rpmB		50S ribosomal protein L28
PA5317	CDS			dipeptide ABC transporter substrate-binding protein
PA5318	CDS			hypothetical protein
PA5319	CDS	radC		DNA repair protein RadC
PA5320	CDS	coaC	4.1.1.36	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
PA5321	CDS	dut	3.6.1.23	deoxyuridine 5'-triphosphate nucleotidohydrolase
PA5322	CDS	algC		phosphomannomutase
PA5323	CDS	argB	2.7.2.8	acetylglutamate kinase
PA5324	CDS			transcriptional regulator
PA5325	CDS			hypothetical protein
PA5326	CDS			hypothetical protein
PA5327	CDS			oxidoreductase
PA5328	CDS			mono-heme cytochrome C
PA5329	CDS			hypothetical protein
PA5330	CDS			hypothetical protein
PA5331	CDS	pyrE	2.4.2.10	orotate phosphoribosyltransferase
PA5332	CDS	crc		catabolite repression control protein
PA5333	CDS			hypothetical protein
PA5334	CDS	rph	2.7.7.56	ribonuclease PH
PA5335	CDS			hypothetical protein
PA5336	CDS	gmk	2.7.4.8	guanylate kinase
PA5337	CDS	rpoZ	2.7.7.6	DNA-directed RNA polymerase subunit omega
PA5338	CDS	spoT		guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
PA5339	CDS			hypothetical protein
PA5340	CDS			hypothetical protein
PA5341	CDS			hypothetical protein
PA5342	CDS			transcriptional regulator
PA5343	CDS			hypothetical protein
PA5344	CDS	oxyR		transcriptional regulator
PA5345	CDS	recG		ATP-dependent DNA helicase RecG
PA5346	CDS			hypothetical protein
PA5347	CDS			hypothetical protein
PA5348	CDS			DNA-binding protein
PA5349	CDS			rubredoxin reductase
PA5350	CDS	rubA2		rubredoxin
PA5351	CDS	rubA1		rubredoxin
PA5352	CDS			hypothetical protein
PA5353	CDS	glcF		glycolate oxidase iron-sulfur subunit
PA5354	CDS	glcE		glycolate oxidase FAD binding subunit
PA5355	CDS	glcD		glycolate oxidase subunit GlcD
PA5356	CDS	glcC		DNA-binding transcriptional regulator GlcC
PA5357	CDS			hypothetical protein
PA5358	CDS	ubiA		4-hydroxybenzoate octaprenyltransferase
PA5359	CDS			hypothetical protein
PA5360	CDS	phoB		two-component response regulator PhoB
PA5361	CDS	phoR		two-component sensor PhoR
PA5362	CDS			hypothetical protein
PA5363	CDS			hypothetical protein
PA5364	CDS			two-component response regulator
PA5365	CDS	phoU		phosphate uptake regulatory protein PhoU
PA5366	CDS	pstB		phosphate ABC transporter ATP-binding protein
PA5367	CDS	pstA		phosphate ABC transporter permease
PA5368	CDS	pstC		phosphate ABC transporter permease
PA5369	CDS	pstS		phosphate ABC transporter substrate-binding protein
PA5369.1	rRNA			5S ribosomal RNA
PA5369.2	rRNA			23S ribosomal RNA
PA5369.3	tRNA			tRNA-Ala
PA5369.4	tRNA			tRNA-Ile
PA5369.5	rRNA			16S ribosomal RNA
PA5370	CDS			major facilitator superfamily transporter
PA5371	CDS			acyl-CoA thioesterase
PA5372	CDS	betA	1.1.99.1	choline dehydrogenase
PA5373	CDS	betB	1.2.1.8	betaine aldehyde dehydrogenase
PA5374	CDS	betI		BetI family transcriptional regulator
PA5375	CDS	betT1		choline transporter BetT
PA5376	CDS			ABC transporter ATP-binding protein
PA5377	CDS			ABC transporter permease
PA5378	CDS			hypothetical protein
PA5379	CDS	sdaB		L-serine dehydratase
PA5380	CDS	gbdR		protein GbdR
PA5381	CDS			hypothetical protein
PA5382	CDS			transcriptional regulator
PA5383	CDS			hypothetical protein
PA5384	CDS			lipolytic protein
PA5385	CDS	cdhB		carnitine dehydrogenase
PA5386	CDS	cdhA	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase
PA5387	CDS	cdhC		carnitine dehydrogenase
PA5388	CDS			hypothetical protein
PA5389	CDS	cdhR		CdhR family transcriptional regulator
PA5390	CDS		3.5.1.16	acetylornithine deacetylase
PA5391	CDS			hypothetical protein
PA5392	CDS			hypothetical protein
PA5393	CDS			hypothetical protein
PA5394	CDS	cls		cardiolipin synthetase
PA5395	CDS			hypothetical protein
PA5396	CDS			hypothetical protein
PA5397	CDS			hypothetical protein
PA5398	CDS	dgcA		dimethylglycine catabolism protein DgcA
PA5399	CDS	dgcB		dimethylglycine catabolism protein DgcB
PA5400	CDS			electron transfer flavoprotein subunit alpha
PA5401	CDS			hypothetical protein
PA5402	CDS			hypothetical protein
PA5403	CDS			transcriptional regulator
PA5404	CDS			hypothetical protein
PA5405	CDS			hypothetical protein
PA5406	CDS			hypothetical protein
PA5407	CDS			hypothetical protein
PA5408	CDS			hypothetical protein
PA5409	CDS			hypothetical protein
PA5410	CDS	gbcA		protein GbcA
PA5411	CDS	gbcB		protein GbcB
PA5412	CDS			hypothetical protein
PA5413	CDS	ltaA		low specificity l-threonine aldolase
PA5414	CDS			hypothetical protein
PA5415	CDS	glyA1	2.1.2.1	serine hydroxymethyltransferase
PA5416	CDS	soxB		sarcosine oxidase subunit beta
PA5417	CDS	soxD		sarcosine oxidase subunit delta
PA5418	CDS	soxA		sarcosine oxidase subunit alpha
PA5419	CDS	soxG		sarcosine oxidase subunit gamma
PA5420	CDS	purU2	3.5.1.10	formyltetrahydrofolate deformylase
PA5421	CDS	fdhA		glutathione-independent formaldehyde dehydrogenase
PA5422	CDS			hypothetical protein
PA5423	CDS			hypothetical protein
PA5424	CDS			hypothetical protein
PA5425	CDS	purK	4.1.1.21	5-(carboxyamino)imidazole ribonucleotide synthase
PA5426	CDS	purE		5-(carboxyamino)imidazole ribonucleotide mutase
PA5427	CDS	adhA		alcohol dehydrogenase
PA5428	CDS			transcriptional regulator
PA5429	CDS	aspA	4.3.1.1	aspartate ammonia-lyase
PA5430	CDS			hypothetical protein
PA5431	CDS			transcriptional regulator
PA5432	CDS			acetyltransferase
PA5433	CDS			hypothetical protein
PA5434	CDS	mtr		tryptophan permease
PA5435	CDS		6.4.1.1	pyruvate carboxylase subunit B
PA5436	CDS		6.4.1.1	acetyl-CoA carboxylase subunit alpha
PA5437	CDS			transcriptional regulator
PA5440a	CDS			hypothetical protein
PA5438	CDS			transcriptional regulator
PA5439	CDS			glucose-6-phosphate 1-dehydrogenase
PA5440	CDS			peptidase
PA5441	CDS			hypothetical protein
PA5442	CDS			hypothetical protein
PA5443	CDS	uvrD		DNA-dependent helicase II
PA5444	CDS			hypothetical protein
PA5445	CDS			coenzyme A transferase
PA5446	CDS			hypothetical protein
PA5447	CDS	wbpZ		glycosyltransferase WbpZ
PA5448	CDS	wbpY		glycosyltransferase WbpY
